original_text,edited_text,count,asp_category_1,asp_category_2,asp_category_3
This Is Where I Grew Up And I'M Comfortable With The Place. I Don'T Want To Move^,It is where I grew up. I am comfortable with the place. I do not want to move.,1,Reunify with family or return to homeland,"Peacefulness, safety, or cleanliness",Familiarity or to remain in area
To Stay With My Family In A Peaceful Environment With Less Expenses.^,I want to stay with my family. I want to stay in a peaceful environment. I want to stay with less expenses.,1,Reunify with family or return to homeland,"Peacefulness, safety, or cleanliness",Reduced expenses or hardship
It Is My Community Of Origin~Peaceful And I'Ll Be With My Family. ^,It is my community of origin. It is peaceful. I will be with my family.,1,Reunify with family or return to homeland,"Peacefulness, safety, or cleanliness",Reunify with family or return to homeland
Access To Family ^~Access To Serene Environment ^,,1,Reunify with family or return to homeland,"Peacefulness, safety, or cleanliness",
Because It Is Home And We Just Left Because Of War And Violence ^,,1,Reunify with family or return to homeland,"Peacefulness, safety, or cleanliness",
My Community Originality I Have Chosen Because It Is A Peaceful Place To Rest In Compared To To Here In Ongata Rongai ^,It is the community I had originally chosen. It is a peaceful place to rest in compared to here in Ongata Rongai.,1,Reunify with family or return to homeland,"Peacefulness, safety, or cleanliness",
I Have Friends And Relatives And Life Is Better There.^,,1,Reunify with family or return to homeland,Personal preference or change,
It'S Where I Come From And Feel At Home^,It is where I come from. It is where I feel at home.,1,Reunify with family or return to homeland,Personal preference or change,
Its Where I See My Family And I Happy ^,It is where I see my family. It is where I am happy.,1,Reunify with family or return to homeland,Personal preference or change,
That'S My Father'S Hometown And I Like The Place ^,That is my father's hometown. I like the place.,1,Reunify with family or return to homeland,Personal preference or change,
Where My Family Is~And Where My Heart Is^,It is where my family is. It is where my heart is.,1,Reunify with family or return to homeland,Personal preference or change,
Because I Was Born There And Things Are Less Expensive Than Here^,,1,Reunify with family or return to homeland,Reduced expenses or hardship,
Good To Go Back Home Nd Rest After The Struggle To Survive^,,1,Reunify with family or return to homeland,Reduced expenses or hardship,
I Grew Up There ^~Things Are Cheaper There^,,1,Reunify with family or return to homeland,Reduced expenses or hardship,
That Is Where I Am From ^~I Have Family There^~I Plan To Build A House There Where I Can Stay When I'M Old ^,That is where I am from. I have family there. I plan to build a house there where I can stay when I grow old.,1,Reunify with family or return to homeland,Reunify with family or return to homeland,Available land or improved living conditions
Access To Family ^~Be In My Country Of Origin^,,1,Reunify with family or return to homeland,Reunify with family or return to homeland,
I Love My Home But The Problem Is That Now There Is War~ If The War Get Sorted And Get Over I Would Love To Go Back To Drc.^,,1,Reunify with family or return to homeland,Reunify with family or return to homeland,
It Is Home Where I Was Born. To Be With My Family. ^,It is home where I was born. To be with my family.,1,Reunify with family or return to homeland,Reunify with family or return to homeland,
It Is Where I Come From ^~My Family Lives There^,It is where I come from. My family lives there.,1,Reunify with family or return to homeland,Reunify with family or return to homeland,
It Is Where I Was Born.My Place Of Origin^,It is where I was born. It is my place of origin.,1,Reunify with family or return to homeland,Reunify with family or return to homeland,
It'S  Close To Family And It Is Home^,It is close to family. It is close to home.,1,Reunify with family or return to homeland,Reunify with family or return to homeland,
It'S  Closer To My Ancestral Place And I Would Still Get Opportunity To Easily Access Home.^,It is closer to my ancestral place. I would still get the opportunity to easily access my home.,1,Reunify with family or return to homeland,Reunify with family or return to homeland,
It'S Where I Belong And It'S Where I Left My Loved Ones^,It is where I belong. It is where I left my loved ones.,1,Reunify with family or return to homeland,Reunify with family or return to homeland,
It'S Where I Grew Up And My Whole Family Is There^,It is where I grew up. My whole family is there.,1,Reunify with family or return to homeland,Reunify with family or return to homeland,
It'S Where I Grew Up~ It'S Home^,It is where I grew up. It is home.,1,Reunify with family or return to homeland,Reunify with family or return to homeland,
It'S Where My Mom And Kids Are~My Country^,It is where my mom and kids are. It is my country.,1,Reunify with family or return to homeland,Reunify with family or return to homeland,
Place Where I Belong Ad Where My Family Is^,It is the place where I belong. It is the place where my family is.,1,Reunify with family or return to homeland,Reunify with family or return to homeland,
That Is My Birth Place And My Family Lives There ^,That is my birth place. My family lives there.,1,Reunify with family or return to homeland,Reunify with family or return to homeland,
That Is My Home And Most Of My Family Members Are There^,That is my home. Most of my family members are there.,1,Reunify with family or return to homeland,Reunify with family or return to homeland,
That Is My Home^,That is my home.,4,Reunify with family or return to homeland,Reunify with family or return to homeland,
That Is My Hometown ^~My Family Lives There ^,That is my hometown. My family lives there.,1,Reunify with family or return to homeland,Reunify with family or return to homeland,
That Is My Hometown And My Family Are There^,That is my hometown. My family are there.,1,Reunify with family or return to homeland,Reunify with family or return to homeland,
That Is My Hometown And My Place Of Birth With Majority Of My Family Living There ^,That is my hometown and place of birth. The majority of my family are living there.,1,Reunify with family or return to homeland,Reunify with family or return to homeland,
That Is My Origin^,That is my origin.,1,Reunify with family or return to homeland,Reunify with family or return to homeland,
That Is Where I Come From And My Family Is Here Too^,That is where I come from. My family is there.,1,Reunify with family or return to homeland,Reunify with family or return to homeland,
That Is Where I Come From And My Family Is There ^,That is where I come from. My family is there.,1,Reunify with family or return to homeland,Reunify with family or return to homeland,
That'S My Home. There Is No Place Like Home^,That is my home. There is no place like home.,1,Reunify with family or return to homeland,Reunify with family or return to homeland,
That'S My Hometown And My Family Are There^,That is my hometown. My family is there.,1,Reunify with family or return to homeland,Reunify with family or return to homeland,
That'S My Hometown. There Is No Place Like Home^,That is my hometown. There is no place like home.,1,Reunify with family or return to homeland,Reunify with family or return to homeland,
That'S My Place Of Birth And I Still Have My Family There^,That is my place of birth. I still have family there.,1,Reunify with family or return to homeland,Reunify with family or return to homeland,
That'S Where I Come From And My Relatives Live There ^,That is where I come from. My relatives live there.,1,Reunify with family or return to homeland,Reunify with family or return to homeland,
That'S Where I Was Born And Brought Up^~My Relatives Are There ^,That is where I was born and brought up. My relatives are there.,1,Reunify with family or return to homeland,Reunify with family or return to homeland,
Where I Grew Up And Where Loved Ones Are^,It is where I grew up. It is where my loved ones are.,1,Reunify with family or return to homeland,Reunify with family or return to homeland,
Childhood Friends And Family Members Are There To Assist You^,,1,Reunify with family or return to homeland,Social connections or recommendations,Care or improved health
Access To Family And Friends ^,,2,Reunify with family or return to homeland,Social connections or recommendations,
Because  It'S Home And Closer To Friends Too^,,1,Reunify with family or return to homeland,Social connections or recommendations,
Because Of The Presence Of My Family And Childhood Friends ^,,1,Reunify with family or return to homeland,Social connections or recommendations,
Due To Closeness  To Family  And Friends ^,,1,Reunify with family or return to homeland,Social connections or recommendations,
Family And Friends Are Based There^,,1,Reunify with family or return to homeland,Social connections or recommendations,
Family Is There And Friends As Well ^,,1,Reunify with family or return to homeland,Social connections or recommendations,
I Grew Up That And Know A Lot Of Friends And Family ^,,1,Reunify with family or return to homeland,Social connections or recommendations,
It'S Close To Family And Friends ^,It is close to family. It is close to friends.,2,Reunify with family or return to homeland,Social connections or recommendations,
Most Of My Extended Family Have Moved Here So I Know Many People Here^,Most of my extended family have moved here. I know many people here.,1,Reunify with family or return to homeland,Social connections or recommendations,
Most Of My Families And Childhood Friends Lived There ^,Most of my family members and childhood friends live there.,1,Reunify with family or return to homeland,Social connections or recommendations,
My Family And Friends  Are There^,,1,Reunify with family or return to homeland,Social connections or recommendations,
My Family And Friends Are There To Support Me^,,1,Reunify with family or return to homeland,Social connections or recommendations,
My Friends And Family Are There ^,,1,Reunify with family or return to homeland,Social connections or recommendations,
My Friends And Family Are There To Support Me^,,1,Reunify with family or return to homeland,Social connections or recommendations,
It Is My Place Of Origin ^~I Will Be Buried There When I Die9^,,1,Reunify with family or return to homeland,To be buried there upon death,
My Parents Where Buried There Even Me I Want Same To Apply^,My parents were buried there. I want to be buried there with my parents.,1,Reunify with family or return to homeland,To be buried there upon death,
My Parents Where Buried There Even Me I Want To Be Laid To Rest There^,My parents were buried there. I want to be laid to rest there.,1,Reunify with family or return to homeland,To be buried there upon death,
That Is Where I Come From. I Want To Die There^,That is where I come from. I want to die there.,1,Reunify with family or return to homeland,To be buried there upon death,
That'S My Place Of Origin L Will Like To Be Buried Home^,That is my place of origin. I would like to be buried at home.,1,Reunify with family or return to homeland,To be buried there upon death,
Home Is A Better Place To Retire^,,1,Reunify with family or return to homeland,To retire or age in an appropriate place,
Home Is Always The Best More So On Retirement. ^,,1,Reunify with family or return to homeland,To retire or age in an appropriate place,
Home Is Were The Heart Is~ Here We Trying To Survive Not To Permanently Stay.^,,1,Reunify with family or return to homeland,To retire or age in an appropriate place,
Home Is Where My Placenta Was Buried And I Must Retire There. ^,,1,Reunify with family or return to homeland,To retire or age in an appropriate place,
Home Sweet Home And To Perform Elderly Role^,,1,Reunify with family or return to homeland,To retire or age in an appropriate place,
It Is M Original Country~A Zulu Man Have To Retire At Home^,It is my original a country. A Zulu man has to retire at home.,1,Reunify with family or return to homeland,To retire or age in an appropriate place,
It'S  Home~ And I Would  Love To Retire There After My Economic Advancing  Tour^,It is home. I would love to retire there after my economic advancement tour.,1,Reunify with family or return to homeland,To retire or age in an appropriate place,
It'S Good To Retirec To Your Home Country^,It is good to retire in your home country.,1,Reunify with family or return to homeland,To retire or age in an appropriate place,
It'S Where The Respondent Belongs And Would Like To Retire There^,It is where I belong. I would like to retire there.,1,Reunify with family or return to homeland,To retire or age in an appropriate place,
This Is Where I Grew Up And This Is Where I Want To Retire From^,It is where I grew up. This is where I want to retire from.,1,Reunify with family or return to homeland,To retire or age in an appropriate place,
This Is Where I Have Lived All My Life And I Know I Can Make Life Here In The Future ^,It is where I have lived all my life. I know I can make a life here in the future.,1,Reunify with family or return to homeland,To retire or age in an appropriate place,
Access To Extended Family ^,,3,Reunify with family or return to homeland,,
Access To Family ^,,2,Reunify with family or return to homeland,,
Access To Family ^~Access To Property ^,,1,Reunify with family or return to homeland,,
Access To Family ^~Opportunity To Become A Divisional Chief^,,1,Reunify with family or return to homeland,,
Access To Family Live ^,,1,Reunify with family or return to homeland,,
Access To Family Live^,,1,Reunify with family or return to homeland,,
Access To Family Members^,,1,Reunify with family or return to homeland,,
Access To My Birth Place^,,1,Reunify with family or return to homeland,,
Access To Place Of Birth^~Access To Extended Family ^,,1,Reunify with family or return to homeland,,
Access To Wife And Children ^,,1,Reunify with family or return to homeland,,
All My Ancestors Are In Drc So I Need To Be Closer ^,,1,Reunify with family or return to homeland,,
All My Family Is Here^,,1,Reunify with family or return to homeland,,
Ancestral Home ^,,7,Reunify with family or return to homeland,,
Ancestral Home^,,6,Reunify with family or return to homeland,,
Ancestral Land^,,2,Reunify with family or return to homeland,,
At Old Age It Is Good To Go Home And Be Close To Family.^,,1,Reunify with family or return to homeland,,
At Old Age~ I Need To Go Back To Family^,,1,Reunify with family or return to homeland,,
Back Home Where I Feel I Belong^,,1,Reunify with family or return to homeland,,
Back Home^,,1,Reunify with family or return to homeland,,
Be With Family ^,,1,Reunify with family or return to homeland,,
Be With My Extended Family ^,,1,Reunify with family or return to homeland,,
Because  It'S My Place  Of Birth^,,1,Reunify with family or return to homeland,,
Because  Its Home Place ^,,1,Reunify with family or return to homeland,,
Because Everyone Is There At Home^,,1,Reunify with family or return to homeland,,
Because Home Is A Place To Rest^,,1,Reunify with family or return to homeland,,
Because Home Is Nice^,,1,Reunify with family or return to homeland,,
Because Home Is Safe And I That'S Were My Roots Are^,,1,Reunify with family or return to homeland,,
Because I Belong There^,,1,Reunify with family or return to homeland,,
Because I Come From There^,,1,Reunify with family or return to homeland,,
Because I Didn'T Get A Chance To Grow Up In Mozambique^,,1,Reunify with family or return to homeland,,
Because I Don'T Know If My Family In Lethabong They Still Exist (Father)^,,1,Reunify with family or return to homeland,,
Because I Have Made Family Here^,,1,Reunify with family or return to homeland,,
Because I Originate From Zimbambwe^,,1,Reunify with family or return to homeland,,
Because I Originate There Is My Home Country^,,1,Reunify with family or return to homeland,,
Because I Want To Be Home Where My Family Is^,,1,Reunify with family or return to homeland,,
Because I Want To Spend Time With My Family^,,1,Reunify with family or return to homeland,,
Because I'M Not A South African Citizen^,,1,Reunify with family or return to homeland,,
Because Is The Region I Belong To ^,,1,Reunify with family or return to homeland,,
Because It Is My Home^,,1,Reunify with family or return to homeland,,
Because It Is Where I Was Born And It Is Where My Family Are. ^,,1,Reunify with family or return to homeland,,
Because It Is Where I Was Born. My Place Of Origin ^,,1,Reunify with family or return to homeland,,
Because It'S Back Home Where The Respondent Belongs^,,1,Reunify with family or return to homeland,,
Because It'S Home Of Origin^,,1,Reunify with family or return to homeland,,
Because It'S Home Where My Family Is And Everyone That I Love^,,1,Reunify with family or return to homeland,,
Because It'S My Home Country^,,1,Reunify with family or return to homeland,,
Because It'S My Hometown^,,1,Reunify with family or return to homeland,,
Because Itis My Country  Of Birth^,,1,Reunify with family or return to homeland,,
Because Most Of My Family Are Here^,,1,Reunify with family or return to homeland,,
Because Mum And Siblings Are There ^,,1,Reunify with family or return to homeland,,
Because My Family Is In Parkistan In Need To Be With Them.^,,1,Reunify with family or return to homeland,,
Because My Family Will Look After Me There^,,1,Reunify with family or return to homeland,,
Because Of Family ^,,1,Reunify with family or return to homeland,,
Because Of My Extended Family ^,,1,Reunify with family or return to homeland,,
Because That Is Where Family Lives ^,,1,Reunify with family or return to homeland,,
Because That'S Where I Come From^,,1,Reunify with family or return to homeland,,
Close To Family ^,,1,Reunify with family or return to homeland,,
Closeness To Family ^,,1,Reunify with family or return to homeland,,
Closeness To Hometown ^~Plan To Acquire Property There^,,1,Reunify with family or return to homeland,,
Closer To Family ^,,1,Reunify with family or return to homeland,,
Closer To Loved Ones^,,1,Reunify with family or return to homeland,,
Due To Closeness To Family ^,,2,Reunify with family or return to homeland,,
Due To Family Relations^,,1,Reunify with family or return to homeland,,
Due To The Presence Of My Family Members ^,,1,Reunify with family or return to homeland,,
Family ^,,2,Reunify with family or return to homeland,,
Family Is There^,,1,Reunify with family or return to homeland,,
Family Members Are There^,,1,Reunify with family or return to homeland,,
Family Unification^,,2,Reunify with family or return to homeland,,
Finished Her Llb And Enjoying Her Benefits With Her Family.^,,1,Reunify with family or return to homeland,,
Go Back Home ^,,1,Reunify with family or return to homeland,,
Go Back Home Eventually ^,,1,Reunify with family or return to homeland,,
Go Back Home To My Roots^,,1,Reunify with family or return to homeland,,
Go Back Home^,,2,Reunify with family or return to homeland,,
Go Back To Bolawayo^,,1,Reunify with family or return to homeland,,
Has Known Rongai To Be Home^,,1,Reunify with family or return to homeland,,
Have A Family In Canada^,,1,Reunify with family or return to homeland,,
Have My Family Here (Children)^,,1,Reunify with family or return to homeland,,
Have To Go Back To My Country Of Birth^,,1,Reunify with family or return to homeland,,
He Said The Is No Place Than Home And. Beside To See His Family.^,,1,Reunify with family or return to homeland,,
Head And Direct Family Issues^,,1,Reunify with family or return to homeland,,
Her Uncle Stay At Side At Magwegwe And His Only Left He Is Also Old^,,1,Reunify with family or return to homeland,,
Hlabisa Kzn Is My Origin  And Is Peaceful And Safe^,,1,Reunify with family or return to homeland,,
Home Always Beats Every Other Place.^,,1,Reunify with family or return to homeland,,
Home County ^,,1,Reunify with family or return to homeland,,
Home Is Always  Home.^,,1,Reunify with family or return to homeland,,
Home Is Always The Best.^,,1,Reunify with family or return to homeland,,
Home Is Always The Best^,,3,Reunify with family or return to homeland,,
Home Is Best^,,2,Reunify with family or return to homeland,,
Home Is Better Than Any Other Place^,,1,Reunify with family or return to homeland,,
Home Is Home. One Must Go Back^,,1,Reunify with family or return to homeland,,
Home Is Home^,,1,Reunify with family or return to homeland,,
Home Is The Best^,,2,Reunify with family or return to homeland,,
Home Is Where I Came From^,,1,Reunify with family or return to homeland,,
Home Of Origin ^,,1,Reunify with family or return to homeland,,
Home Sweet Home^,,1,Reunify with family or return to homeland,,
Home Town ^,,2,Reunify with family or return to homeland,,
Home Town^,,1,Reunify with family or return to homeland,,
Home.Life Is Cheaper ^,,1,Reunify with family or return to homeland,,
Home~ Where He Belongs (Katlehong)^,,1,Reunify with family or return to homeland,,
Hometown ^,,7,Reunify with family or return to homeland,,
Hometown^,,6,Reunify with family or return to homeland,,
I Believe I Belong To My Home Land^,,1,Reunify with family or return to homeland,,
I Belong There And Would Want To Go Back I  Future. ^,,1,Reunify with family or return to homeland,,
I Belong There Is My Origin^,,1,Reunify with family or return to homeland,,
I Belong There^,,1,Reunify with family or return to homeland,,
I Feel Is My Origin Because My Father Said I Belong There Even Though I Was Born Here^,,1,Reunify with family or return to homeland,,
I Have Bond With Theplace I Come From^,,1,Reunify with family or return to homeland,,
I Have Lived There All My Life ^,,1,Reunify with family or return to homeland,,
I Have My Family And Friends There^,,1,Reunify with family or return to homeland,,
I Have My Wife And Children Here^,,1,Reunify with family or return to homeland,,
I Have Some Members Of Family There^,,1,Reunify with family or return to homeland,,
I Have To Go Back Home^,,2,Reunify with family or return to homeland,,
I Just Love It~ It'S Home^,,1,Reunify with family or return to homeland,,
I Just Want To Go Back Home^,,1,Reunify with family or return to homeland,,
I Like The Place I Grew Up In^,,1,Reunify with family or return to homeland,,
I Love Home Where I'M Coming From^,,1,Reunify with family or return to homeland,,
I Love My Hometown^,,1,Reunify with family or return to homeland,,
I Must Be Closer To My Ancestors.^,,1,Reunify with family or return to homeland,,
I Only Came Here To Help My Brother With His Business And Make Enough Money But Ethiopia Is My Home And Where There Is Too Much Crime And Xhenopobia^,,1,Reunify with family or return to homeland,,
I Originate There In Venda And I Truly Love The Place^,,1,Reunify with family or return to homeland,,
I Plan To Return Home ^,,1,Reunify with family or return to homeland,,
I Want  To Stay Home With My Family Instead^,,1,Reunify with family or return to homeland,,
I Want To Be Around Other Family Members^,,1,Reunify with family or return to homeland,,
I Want To Be Close To My Family In My Hometown^,,1,Reunify with family or return to homeland,,
I Want To Be Close To My Mother If She Is Still Alive At That Time^,,1,Reunify with family or return to homeland,,
I Want To Be In A Town  Close To My Community Of Origin.^,,1,Reunify with family or return to homeland,,
I Was Born There At Home^,,1,Reunify with family or return to homeland,,
I Will Be Close To My Family ^,,1,Reunify with family or return to homeland,,
I Will Be More Respected In My Home Community^,,1,Reunify with family or return to homeland,,
I Will Be With My Family ^,,1,Reunify with family or return to homeland,,
I Will Like To Be Close Home To My Family^,,1,Reunify with family or return to homeland,,
I Will Like To Live Around My Father'S  Relatives^,,1,Reunify with family or return to homeland,,
Is My Ancestral Home ^,,1,Reunify with family or return to homeland,,
Is My Home Area^,,1,Reunify with family or return to homeland,,
Is My Home Country And Most Of My Family Members Stays There^,,1,Reunify with family or return to homeland,,
Is My Home Place ^,,1,Reunify with family or return to homeland,,
Is My Home Place^,,1,Reunify with family or return to homeland,,
Is My Home Town And A Nice Place For Doing Business ^,,1,Reunify with family or return to homeland,,
Is My Husband  Place^,,1,Reunify with family or return to homeland,,
Is My Origin I Like To Be Laid To Rest In My Country^,,1,Reunify with family or return to homeland,,
Is My Origin I Want To Buried Home^,,1,Reunify with family or return to homeland,,
Is My Place Of Birth And Will Like To Be Buried There If I Die.^,,1,Reunify with family or return to homeland,,
It Is Close To My Hometown. Traveling Back Home Will Be Easier^,"It is close to my hometown, so traveling back home will be easier.",1,Reunify with family or return to homeland,,
It Is Closer To Family ^,It is closer to my family.,1,Reunify with family or return to homeland,,
It Is More Developed And Has Many Estate Areas^,,1,Reunify with family or return to homeland,,
It Is My Ancestral Home^,It is my ancestral home.,1,Reunify with family or return to homeland,,
It Is My Home ^,,1,Reunify with family or return to homeland,,
It Is My Home And Country^,,1,Reunify with family or return to homeland,,
It Is My Home Community^,,1,Reunify with family or return to homeland,,
It Is My Home Town And  My Family Lives There ^,,1,Reunify with family or return to homeland,,
It Is My Home Town^,,1,Reunify with family or return to homeland,,
It Is My Hometown ^~I Want Die And Be Buried There^,,1,Reunify with family or return to homeland,,
It Is My Hometown And Now That Mugabe Is No More It'S A Different Country...It'S Peaceful^,,1,Reunify with family or return to homeland,,
It Is My House^,,1,Reunify with family or return to homeland,,
It Is My Origin And Home^,,1,Reunify with family or return to homeland,,
It Is Where I Came From^,It is where I came from.,1,Reunify with family or return to homeland,,
It Is Where My Family Are.^,It is where my family is.,1,Reunify with family or return to homeland,,
It Is Where My Family Members Are.^,It is where my family members are.,1,Reunify with family or return to homeland,,
It'S Back Home Where I Belong^,,1,Reunify with family or return to homeland,,
It'S Back Home Where I Belong~Where I Feel Safe And Loved^,,1,Reunify with family or return to homeland,,
It'S Back Home Where My Loved Ones Are^,,2,Reunify with family or return to homeland,,
It'S Back Home^,,1,Reunify with family or return to homeland,,
It'S Close To Family  And Other Relatives ^,It is close to family and other relatives.,1,Reunify with family or return to homeland,,
It'S Close To My Village^,It is close to my village.,1,Reunify with family or return to homeland,,
It'S Home ^,,1,Reunify with family or return to homeland,,
It'S Home And Close To Family ^,,1,Reunify with family or return to homeland,,
It'S Home Away From Home For Me~ Since I Was Born In Rongai. ^,,1,Reunify with family or return to homeland,,
It'S Home To Me^,,2,Reunify with family or return to homeland,,
It'S Home To Me~ A Person Will Always Go To Their Home Town^,,1,Reunify with family or return to homeland,,
It'S Home Where I Left My Family^,,1,Reunify with family or return to homeland,,
It'S Home Where My Family Is^,,1,Reunify with family or return to homeland,,
It'S Home~ I Can'T Spend My Old Days In A Foreign Country^,,1,Reunify with family or return to homeland,,
It'S Home~ Where I Was Born And Where My Ancestors Are.^,,1,Reunify with family or return to homeland,,
It'S My Country ^,,1,Reunify with family or return to homeland,,
It'S My Country Of Birth^,,1,Reunify with family or return to homeland,,
It'S My Home ^,,1,Reunify with family or return to homeland,,
It'S My Home Town And That'S Where I Want To Spend My Last Days^,,1,Reunify with family or return to homeland,,
It'S My Home Town^,,1,Reunify with family or return to homeland,,
It'S My Home^,,1,Reunify with family or return to homeland,,
It'S My Home~ I Don'T Want To Be Infected With Covid 19 In Other Places^,,1,Reunify with family or return to homeland,,
It'S My Homeland  And All My Family  Members Are There^,,1,Reunify with family or return to homeland,,
It'S My Homeland And I Still Have Family  Members  There. ^,,1,Reunify with family or return to homeland,,
It'S My Homeland.^,,1,Reunify with family or return to homeland,,
It'S My Hometown It'S Much More Safer^,,1,Reunify with family or return to homeland,,
It'S My Hometown. Family Unification^,,1,Reunify with family or return to homeland,,
It'S My Hometown^,,2,Reunify with family or return to homeland,,
It'S My Husband'S Ancestral  Land. ^,,1,Reunify with family or return to homeland,,
It'S My Mother'S Hometown And I Like The Place^,,1,Reunify with family or return to homeland,,
It'S My Place If Birth Where My Family Is^,,1,Reunify with family or return to homeland,,
It'S My Place Of Birth And Haven'T Known  Anywhere Apart From Where I Stayed With My Late Husband  In Nakuru^,,1,Reunify with family or return to homeland,,
It'S The Ancestral Land^,,1,Reunify with family or return to homeland,,
It'S Where I Come From ^,It is where I come from.,1,Reunify with family or return to homeland,,
It'S Where I Come From^,It is where I come from.,1,Reunify with family or return to homeland,,
It'S Where I Grew Up^,It is where I grew up.,1,Reunify with family or return to homeland,,
It'S Where I Was Born^,It is where I was born.,1,Reunify with family or return to homeland,,
Its Home ^,It is home.,1,Reunify with family or return to homeland,,
Its Home^,It is home.,1,Reunify with family or return to homeland,,
Its My Ancestral Home.^,It is my ancestral home.,1,Reunify with family or return to homeland,,
Its My Birth Place^,It is my birthplace.,1,Reunify with family or return to homeland,,
Its My Home Country ^,It is my home country.,1,Reunify with family or return to homeland,,
Its My Home Town^,It is my home town.,1,Reunify with family or return to homeland,,
Its My Home^,It is my home.,1,Reunify with family or return to homeland,,
Just My Community Origin No Other Place^,"It is my community of origin, like no other place.",1,Reunify with family or return to homeland,,
M Children Are Back Home^,My children are back home.,1,Reunify with family or return to homeland,,
Majority Of My Family Members Live There^,The majority of my family members live there.,1,Reunify with family or return to homeland,,
My Ancestral Home ^,It is my ancestral home.,5,Reunify with family or return to homeland,,
My Ancestral Home^,It is my ancestral home.,1,Reunify with family or return to homeland,,
My Ancestral Land^,It is my ancestral land.,1,Reunify with family or return to homeland,,
My Community  Of Origin ^,It is my community of origin.,1,Reunify with family or return to homeland,,
My Country Of Origin^,It is my country of origin.,1,Reunify with family or return to homeland,,
My Culture And Roots Are In Ulundi^,My culture and roots are in Ulundi.,1,Reunify with family or return to homeland,,
My Family  Has A Land There Which I Will Like To Develop In The Nearby  Future. ^,,1,Reunify with family or return to homeland,,
My Family Are There And Will Like To Stay With Them.^,,1,Reunify with family or return to homeland,,
My Family His Here^,,1,Reunify with family or return to homeland,,
My Family Is Back Home And My Brothers Children Are There So I Need To Go Back When I'M Old^,,1,Reunify with family or return to homeland,,
My Family Is Back There~I Came Here To Work^,,1,Reunify with family or return to homeland,,
My Family Is Based Here^,,1,Reunify with family or return to homeland,,
My Family Is Here^,,1,Reunify with family or return to homeland,,
My Family Is There And Will Support Me Physically And Emotionally ^,,1,Reunify with family or return to homeland,,
My Family Is There To Help Me ^,,1,Reunify with family or return to homeland,,
My Family Is There^,,1,Reunify with family or return to homeland,,
My Family Lives There ^,,1,Reunify with family or return to homeland,,
My Family Lives There^,,1,Reunify with family or return to homeland,,
My Family Stays There ^,,1,Reunify with family or return to homeland,,
My Family Stays There^,,1,Reunify with family or return to homeland,,
My Family Will Be There To Support Me ^,,1,Reunify with family or return to homeland,,
My Family Will Be There To Support Me^,,1,Reunify with family or return to homeland,,
My Grandfather'S  Hometown ^,,1,Reunify with family or return to homeland,,
My Home ^,,2,Reunify with family or return to homeland,,
My Home And Country^,,1,Reunify with family or return to homeland,,
My Home Country ^,,2,Reunify with family or return to homeland,,
My Home Country City^,,1,Reunify with family or return to homeland,,
My Home Country^,,1,Reunify with family or return to homeland,,
My Home I Need To Be Laid To Rest Where I Originate^,,1,Reunify with family or return to homeland,,
My Home Land. To Manage My Projects^,,1,Reunify with family or return to homeland,,
My Home Peace Of Mind^,,1,Reunify with family or return to homeland,,
My Home Place ^,,1,Reunify with family or return to homeland,,
My Home Place^,,2,Reunify with family or return to homeland,,
My Home Town ^,,1,Reunify with family or return to homeland,,
My Home Town With My Farm^,,1,Reunify with family or return to homeland,,
My Home^,,2,Reunify with family or return to homeland,,
My Homeland ^,,1,Reunify with family or return to homeland,,
My Homeland^,,3,Reunify with family or return to homeland,,
My Hometown ^,,1,Reunify with family or return to homeland,,
My Hometown And Place Of Birth^,,1,Reunify with family or return to homeland,,
My House Is There ^,,1,Reunify with family or return to homeland,,
My Immediate Family Will Be There To Support Me ^,My immediate family will be there to support me.,1,Reunify with family or return to homeland,,
My Most Family Is There^,Most of my family is there.,1,Reunify with family or return to homeland,,
My Motherland Ancestral City^,It is my motherland and ancestral city.,1,Reunify with family or return to homeland,,
My Parents Are From There^,My parents are from there.,1,Reunify with family or return to homeland,,
My Parents Come From There (Tamale) (Even Though I Am Born In Old Fadama)^,"My parents come from Tamale, even though I am born in Old Fadama.",1,Reunify with family or return to homeland,,
My Parents Country ^,It is my parents' country.,1,Reunify with family or return to homeland,,
My Place Of Birth ^,It is my place of birth.,1,Reunify with family or return to homeland,,
No Place Like  Home ^,,1,Reunify with family or return to homeland,,
No Place Like Home^,,1,Reunify with family or return to homeland,,
No Reason Because I Was Born There^,I was born there.,1,Reunify with family or return to homeland,,
Originate Form That Area^,I originate from that area.,1,Reunify with family or return to homeland,,
Ots My Ancestral Land^,It is my ancestral land.,1,Reunify with family or return to homeland,,
Place Of Origin^,It is my place of origin.,1,Reunify with family or return to homeland,,
Presence Of  Family Members ^,There is the presence of family members.,1,Reunify with family or return to homeland,,
Presence Of My Family To Give ^,There is the presence of my family to give.,1,Reunify with family or return to homeland,,
Retire Near Patents ^,I want to retire near my parents.,1,Reunify with family or return to homeland,,
Return To My Roots^,I want to return to my roots.,1,Reunify with family or return to homeland,,
Rwanda Is Home^,Rwanda is home.,1,Reunify with family or return to homeland,,
She Comes From That Area ^,I come from that area.,1,Reunify with family or return to homeland,,
Stay Near My Family^,I will stay near my family.,1,Reunify with family or return to homeland,,
Stay With My Family^,I will stay with my family.,1,Reunify with family or return to homeland,,
That Is  My Hometown ^,That is my hometown.,1,Reunify with family or return to homeland,,
