L1_orig,L2_orig,L3_orig,tuple_orig,L1_edit,L1_chg,L2_edit,L2_chg,L3_edit,L3_chg
Kyebi Amanfrom,Koforidua,Accra,"('Kyebi Amanfrom', 'Koforidua', 'Accra')",Amanfrom,TRUE,Koforidua,FALSE,Ghana,TRUE
Madina,Bimbila,Accra,"('Madina', 'Bimbila', 'Accra')",Madina,FALSE,Bimbila,FALSE,Ghana,TRUE
Mataheko,Mataheko,Accra,"('Mataheko', 'Mataheko', 'Accra')",Mataheko,FALSE,Accra,TRUE,Ghana,TRUE
Medina,Medina,Accra,"('Medina', 'Medina', 'Accra')",Madina,TRUE,Madina ,TRUE,Ghana,TRUE
Nima,Accra,Accra,"('Nima', 'Accra', 'Accra')",Nima,FALSE,Accra,FALSE,Ghana,TRUE
Adabraka,Adabraka,Adabraka,"('Adabraka', 'Adabraka', 'Adabraka')",Adabraka,FALSE,Accra,TRUE,Ghana,TRUE
Akpakpava,Akpakpava,Akpakpava,"('Akpakpava', 'Akpakpava', 'Akpakpava')",Akpakpava,FALSE,Benin City,TRUE,Nigeria,TRUE
-1,-1,Angola,"('-1', '-1', 'Angola')",-1,FALSE,-1,FALSE,Angola,FALSE
-1,Luanda,Angola,"('-1', 'Luanda', 'Angola')",-1,FALSE,Luanda,FALSE,Angola,FALSE
Angola,Angola,Angola,"('Angola', 'Angola', 'Angola')",Angola,FALSE,Angola,FALSE,Angola,FALSE
Angola,Luanda,Angola,"('Angola', 'Luanda', 'Angola')",Angola,FALSE,Luanda,FALSE,Angola,FALSE
Benguela,Lubango,Angola,"('Benguela', 'Lubango', 'Angola')",Benguela,FALSE,Lubango,FALSE,Angola,FALSE
Luanda,Angola,Angola,"('Luanda', 'Angola', 'Angola')",Luanda,FALSE,Angola,FALSE,Angola,FALSE
Luanda,Luanda,Angola,"('Luanda', 'Luanda', 'Angola')",Luanda,FALSE,Luanda,FALSE,Angola,FALSE
Lubango,Benguela,Angola,"('Lubango', 'Benguela', 'Angola')",Lubango,FALSE,Benguela,FALSE,Angola,FALSE
Lunda,Angola,Angola,"('Lunda', 'Angola', 'Angola')",Luanda,TRUE,Angola,FALSE,Angola,FALSE
Luwanda,Luwanda,Angola,"('Luwanda', 'Luwanda', 'Angola')",Luanda,TRUE,Luanda,TRUE,Angola,FALSE
-1,-1,Bangladesh,"('-1', '-1', 'Bangladesh')",-1,FALSE,-1,FALSE,Bangladesh,FALSE
-1,Cittagonge,Bangladesh,"('-1', 'Cittagonge', 'Bangladesh')",-1,FALSE,Chittagong,TRUE,Bangladesh,FALSE
Bafeni,Dakunbrua Banglacesh,Bangladesh,"('Bafeni', 'Dakunbrua Banglacesh', 'Bangladesh')",Feni,TRUE,-19,TRUE,Bangladesh,FALSE
Chattanooga,Chattanooga,Bangladesh,"('Chattanooga', 'Chattanooga', 'Bangladesh')",Chattanooga,FALSE,Chattanooga,FALSE,Bangladesh,FALSE
Chittagong,Daka,Bangladesh,"('Chittagong', 'Daka', 'Bangladesh')",Chattogram,TRUE,Dhaka,TRUE,Bangladesh,FALSE
Lohagora,Lohagora,Bangladesh,"('Lohagora', 'Lohagora', 'Bangladesh')",Lohagora,FALSE,Lohagora,FALSE,Bangladesh,FALSE
-1,-1,Benin,"('-1', '-1', 'Benin')",-1,FALSE,-1,FALSE,Benin,FALSE
-1,Abomey,Benin,"('-1', 'Abomey', 'Benin')",-1,FALSE,Abomey,FALSE,Benin,FALSE
-1,Begame,Benin,"('-1', 'Begame', 'Benin')",-1,FALSE,Begame,FALSE,Benin,FALSE
-1,Bohicon,Benin,"('-1', 'Bohicon', 'Benin')",-1,FALSE,Bohicon,FALSE,Benin,FALSE
-1,Dogbo,Benin,"('-1', 'Dogbo', 'Benin')",-1,FALSE,Dogbo,FALSE,Benin,FALSE
-1,Fon,Benin,"('-1', 'Fon', 'Benin')",-1,FALSE,Fon,FALSE,Benin,FALSE
-1,Kandi,Benin,"('-1', 'Kandi', 'Benin')",-1,FALSE,Kandi,FALSE,Benin,FALSE
-1,Parakou,Benin,"('-1', 'Parakou', 'Benin')",-1,FALSE,Parakou,FALSE,Benin,FALSE
-1,Weme,Benin,"('-1', 'Weme', 'Benin')",-1,FALSE,-19,TRUE,Benin,FALSE
Abomey,Abomey,Benin,"('Abomey', 'Abomey', 'Benin')",Abomey,FALSE,Abomey,FALSE,Benin,FALSE
Abomey,Port-Novo,Benin,"('Abomey', 'Port-Novo', 'Benin')",Abomey,FALSE,Porto-Novo,TRUE,Benin,FALSE
Abomey,Ra,Benin,"('Abomey', 'Ra', 'Benin')",Abomey,FALSE,Abomey,TRUE,Benin,FALSE
Aja,Cotonou,Benin,"('Aja', 'Cotonou', 'Benin')",Cotonou,TRUE,Cotonou,FALSE,Benin,FALSE
Allada,Allada,Benin,"('Allada', 'Allada', 'Benin')",Allada,FALSE,Allada,FALSE,Benin,FALSE
Begame,Cotonou,Benin,"('Begame', 'Cotonou', 'Benin')",Cotonou,TRUE,Cotonou,FALSE,Benin,FALSE
Benin  Dagbo,Allada,Benin,"('Benin  Dagbo', 'Allada', 'Benin')",-19,TRUE,Allada,FALSE,Benin,FALSE
Bohicon,Port-Novo,Benin,"('Bohicon', 'Port-Novo', 'Benin')",Bohicon,FALSE,Porto-Novo,TRUE,Benin,FALSE
Cotonou,Cotonou,Benin,"('Cotonou', 'Cotonou', 'Benin')",Cotonou,FALSE,Cotonou,FALSE,Benin,FALSE
Cotonou,Cotonu,Benin,"('Cotonou', 'Cotonu', 'Benin')",Cotonou,FALSE,Cotonou,TRUE,Benin,FALSE
Cotonu,Cotonou,Benin,"('Cotonu', 'Cotonou', 'Benin')",Cotonou,TRUE,Cotonou,FALSE,Benin,FALSE
Djougou,Port-Novo,Benin,"('Djougou', 'Port-Novo', 'Benin')",Djougou,FALSE,Porto-Novo,TRUE,Benin,FALSE
Dogbo,Allada,Benin,"('Dogbo', 'Allada', 'Benin')",Dogbo,FALSE,Allada,FALSE,Benin,FALSE
Dzefa,Cotonou,Benin,"('Dzefa', 'Cotonou', 'Benin')",-19,TRUE,Cotonou,FALSE,Benin,FALSE
Ekpe,Cotonou,Benin,"('Ekpe', 'Cotonou', 'Benin')",-19,TRUE,Cotonou,FALSE,Benin,FALSE
Fidzrose,Cotonou,Benin,"('Fidzrose', 'Cotonou', 'Benin')",-19,TRUE,Cotonou,FALSE,Benin,FALSE
Fon,Abomey,Benin,"('Fon', 'Abomey', 'Benin')",Abomey,TRUE,Abomey,FALSE,Benin,FALSE
Gbagemey,Cotonou,Benin,"('Gbagemey', 'Cotonou', 'Benin')",-19,TRUE,Cotonou,FALSE,Benin,FALSE
Gbedzomede,Cotonou,Benin,"('Gbedzomede', 'Cotonou', 'Benin')",-19,TRUE,Cotonou,FALSE,Benin,FALSE
Godomey,Cotonou,Benin,"('Godomey', 'Cotonou', 'Benin')",Godomey,FALSE,Cotonou,FALSE,Benin,FALSE
Hevie,Cotonou,Benin,"('Hevie', 'Cotonou', 'Benin')",Hevie,FALSE,Cotonou,FALSE,Benin,FALSE
Kalavi,Cotonou,Benin,"('Kalavi', 'Cotonou', 'Benin')",Abomey Calavi,TRUE,Cotonou,FALSE,Benin,FALSE
Kalifulavi,Cotonou,Benin,"('Kalifulavi', 'Cotonou', 'Benin')",-19,TRUE,Cotonou,FALSE,Benin,FALSE
Kandi,Port-Novo,Benin,"('Kandi', 'Port-Novo', 'Benin')",Kandi,FALSE,Porto-Novo,TRUE,Benin,FALSE
Kotonou,Kotonou,Benin,"('Kotonou', 'Kotonou', 'Benin')",Cotonou,TRUE,Cotonou,TRUE,Benin,FALSE
Municipal 1,Porto Novo,Benin,"('Municipal 1', 'Porto Novo', 'Benin')",-15,TRUE,Porto-Novo,TRUE,Benin,FALSE
Parakou,Parakou,Benin,"('Parakou', 'Parakou', 'Benin')",Parakou,FALSE,Parakou,FALSE,Benin,FALSE
Parakou,Port-Novo,Benin,"('Parakou', 'Port-Novo', 'Benin')",Parakou,FALSE,Porto-Novo,TRUE,Benin,FALSE
Pharmacy Marina,Cotonou,Benin,"('Pharmacy Marina', 'Cotonou', 'Benin')",-15,TRUE,Cotonou,FALSE,Benin,FALSE
Port-Novo,Port-Novo,Benin,"('Port-Novo', 'Port-Novo', 'Benin')",Porto-Novo,TRUE,Porto-Novo,TRUE,Benin,FALSE
Porto Novo,Cotonou,Benin,"('Porto Novo', 'Cotonou', 'Benin')",Porto-Novo,TRUE,Cotonou,FALSE,Benin,FALSE
Porto Novo,Porto Novo,Benin,"('Porto Novo', 'Porto Novo', 'Benin')",Porto-Novo,TRUE,Porto-Novo,TRUE,Benin,FALSE
Porto Novo,Porto-Novo,Benin,"('Porto Novo', 'Porto-Novo', 'Benin')",Porto-Novo,TRUE,Porto-Novo,FALSE,Benin,FALSE
Porto-Novo,Porto-Novo,Benin,"('Porto-Novo', 'Porto-Novo', 'Benin')",Porto-Novo,FALSE,Porto-Novo,FALSE,Benin,FALSE
Sekande,Porto-Novo,Benin,"('Sekande', 'Porto-Novo', 'Benin')",Vibokoboko,TRUE,Porto-Novo,FALSE,Benin,FALSE
Sekandi,Cotonou,Benin,"('Sekandi', 'Cotonou', 'Benin')",-19,TRUE,Cotonou,FALSE,Benin,FALSE
Torkpa,Cotonou,Benin,"('Torkpa', 'Cotonou', 'Benin')",-19,TRUE,Cotonou,FALSE,Benin,FALSE
Ungogo,Kano,Benin,"('Ungogo', 'Kano', 'Benin')",Ungogo,FALSE,Kano,FALSE,Nigeria,TRUE
Wachi,Grand Popo,Benin,"('Wachi', 'Grand Popo', 'Benin')",-19,TRUE,Grand Popo,FALSE,Benin,FALSE
Weme,Porto-Novo,Benin,"('Weme', 'Porto-Novo', 'Benin')",-19,TRUE,Porto-Novo,FALSE,Benin,FALSE
Wida,Benin City,Benin,"('Wida', 'Benin City', 'Benin')",Ouidah,TRUE,Benin City,FALSE,Benin,FALSE
Zugu,Cotonou,Benin,"('Zugu', 'Cotonou', 'Benin')",-19,TRUE,Cotonou,FALSE,Benin,FALSE
Chikwana,Chikwana,Blantye,"('Chikwana', 'Chikwana', 'Blantye')",Chikwawa,TRUE,Chikwawa,TRUE,Malawi,TRUE
Magoshi,Magoshi,Blantyre,"('Magoshi', 'Magoshi', 'Blantyre')",Mangochi,TRUE,Mangochi,TRUE,Malawi,TRUE
-1,Bobonong,Botswana,"('-1', 'Bobonong', 'Botswana')",Bobonong,TRUE,Bobonong,FALSE,Botswana,FALSE
-1,Kgamodishe,Botswana,"('-1', 'Kgamodishe', 'Botswana')",-1,FALSE,-19,TRUE,Botswana,FALSE
Bobonong,Selibe Phikwe,Botswana,"('Bobonong', 'Selibe Phikwe', 'Botswana')",Bobonong,FALSE,Selebi-Phikwe,TRUE,Botswana,FALSE
Botswana,Botswana,Botswana,"('Botswana', 'Botswana', 'Botswana')",Botswana,FALSE,Botswana,FALSE,Botswana,FALSE
Botswana,Francistown,Botswana,"('Botswana', 'Francistown', 'Botswana')",Francistown,TRUE,Francistown,FALSE,Botswana,FALSE
Botswana,Gaborone,Botswana,"('Botswana', 'Gaborone', 'Botswana')",Gaborone,TRUE,Gabarone,TRUE,Botswana,FALSE
Gaborone,Botswana,Botswana,"('Gaborone', 'Botswana', 'Botswana')",Gaborone,FALSE,Gabarone,TRUE,Botswana,FALSE
Gaborone,Gaborone,Botswana,"('Gaborone', 'Gaborone', 'Botswana')",Gaborone,FALSE,Gabarone,TRUE,Botswana,FALSE
I Forgot The Place,I Don'T Know,Botswana,"('I Forgot The Place', ""I Don'T Know"", 'Botswana')",-13,TRUE,-13,TRUE,Botswana,FALSE
Kgaboroni(Botswana),Kgaboroni(Botswana),Botswana,"('Kgaboroni(Botswana)', 'Kgaboroni(Botswana)', 'Botswana')",Gaborone,TRUE,Gaborone,TRUE,Botswana,FALSE
Kgamodishe,Kgaboroni,Botswana,"('Kgamodishe', 'Kgaboroni', 'Botswana')",-19,TRUE,Gaborone,TRUE,Botswana,FALSE
Pitsane,Lobatse,Botswana,"('Pitsane', 'Lobatse', 'Botswana')",Pitsane,FALSE,Pitsane,TRUE,Botswana,FALSE
Selibe Pikwe,Selibe Pikwe,Botswana,"('Selibe Pikwe', 'Selibe Pikwe', 'Botswana')",Selebi-Phikwe,TRUE,Selebi-Phikwe,TRUE,Botswana,FALSE
Boma,Kinshasa,Congo (Congo-Brazzaville),"('Boma', 'Kinshasa', 'Congo (Congo-Brazzaville)')",Boma,FALSE,Kinshasa,FALSE,Democratic Republic of the Congo,TRUE
Brazzaville,Brazzaville,Congo (Congo-Brazzaville),"('Brazzaville', 'Brazzaville', 'Congo (Congo-Brazzaville)')",Brazzaville,FALSE,Brazzaville,FALSE,Brazzaville,TRUE
Bukavu,Congo,Congo (Congo-Brazzaville),"('Bukavu', 'Congo', 'Congo (Congo-Brazzaville)')",Bukavu,FALSE,Bukavu,TRUE,Democratic Republic of the Congo,TRUE
Congo,Bukavu,Congo (Congo-Brazzaville),"('Congo', 'Bukavu', 'Congo (Congo-Brazzaville)')",Bukavu,TRUE,Bukavu,FALSE,Democratic Republic of the Congo,TRUE
Kinshasa,Kinshasa,Congo (Congo-Brazzaville),"('Kinshasa', 'Kinshasa', 'Congo (Congo-Brazzaville)')",Kinshasa,FALSE,Kinshasa,FALSE,Democratic Republic of the Congo,TRUE
Kinyamurenge,Nyamurenge,Congo (Congo-Brazzaville),"('Kinyamurenge', 'Nyamurenge', 'Congo (Congo-Brazzaville)')",Kinyamurenge,FALSE,-19,TRUE,Brazzaville,TRUE
Minembwe,Bukavu,Congo (Congo-Brazzaville),"('Minembwe', 'Bukavu', 'Congo (Congo-Brazzaville)')",Minembwe,FALSE,Bukavu,FALSE,Democratic Republic of the Congo,TRUE
Nundu,Uvira,Congo (Congo-Brazzaville),"('Nundu', 'Uvira', 'Congo (Congo-Brazzaville)')",-19,TRUE,Uvira,FALSE,Democratic Republic of the Congo,TRUE
nundu,uvira,Congo (Congo-Brazzaville),"('nundu', 'uvira', 'Congo (Congo-Brazzaville)')",-19,TRUE,Uvira,FALSE,Democratic Republic of the Congo,TRUE
Nyakisozi,Uvira,Congo (Congo-Brazzaville),"('Nyakisozi', 'Uvira', 'Congo (Congo-Brazzaville)')",Nyakisozi,FALSE,Uvira,FALSE,Democratic Republic of the Congo,TRUE
Nyamurenge,Minembwe,Congo (Congo-Brazzaville),"('Nyamurenge', 'Minembwe', 'Congo (Congo-Brazzaville)')",-19,TRUE,Minembwe,FALSE,Democratic Republic of the Congo,TRUE
Rugezifiz,Ruvira,Congo (Congo-Brazzaville),"('Rugezifiz', 'Ruvira', 'Congo (Congo-Brazzaville)')",-19,TRUE,-19,TRUE,Brazzaville,TRUE
Uvira,Bukavu,Congo (Congo-Brazzaville),"('Uvira', 'Bukavu', 'Congo (Congo-Brazzaville)')",Uvira,FALSE,Bukavu,FALSE,Democratic Republic of the Congo,TRUE
Bolawayo,Bolawayo,Bolawayo,"('Bolawayo', 'Bolawayo', 'Bolawayo')",Bulawayo,TRUE,Bulawayo,TRUE,Zimbabwe,TRUE
Bulayawo,Bulayawo,Bulayawo,"('Bulayawo', 'Bulayawo', 'Bulayawo')",Bulawayo,TRUE,Bulawayo,TRUE,Zimbabwe,TRUE
Magwegwe,Magwegwe,Bolawayo,"('Magwegwe', 'Magwegwe', 'Bolawayo')",Magwegwe,FALSE,Magwegwe,FALSE,Zimbabwe,TRUE
Plamtree,Plamtree,Bolawayo,"('Plamtree', 'Plamtree', 'Bolawayo')",Plumtree,TRUE,Plumtree,TRUE,Zimbabwe,TRUE
Plamtree,Plamtree,Bulawayo,"('Plamtree', 'Plamtree', 'Bulawayo')",Plumtree,TRUE,Plumtree,TRUE,Zimbabwe,TRUE
Pumula,Pumula,Bolawayo,"('Pumula', 'Pumula', 'Bolawayo')",Pumula,FALSE,Bulawayo,TRUE,Zimbabwe,TRUE
-1,-1,Burkina Faso,"('-1', '-1', 'Burkina Faso')",-1,FALSE,-1,FALSE,Burkina Faso,FALSE
-1,Bagala,Burkina Faso,"('-1', 'Bagala', 'Burkina Faso')",-1,FALSE,Bagala,FALSE,Burkina Faso,FALSE
-1,Banzo,Burkina Faso,"('-1', 'Banzo', 'Burkina Faso')",-1,FALSE,Banzo,FALSE,Burkina Faso,FALSE
-1,Bobo Dioullasso,Burkina Faso,"('-1', 'Bobo Dioullasso', 'Burkina Faso')",-1,FALSE,Bagala,TRUE,Burkina Faso,FALSE
-1,Bombora,Burkina Faso,"('-1', 'Bombora', 'Burkina Faso')",-1,FALSE,Bobo Dioulasso,TRUE,Burkina Faso,FALSE
-1,Dafina,Burkina Faso,"('-1', 'Dafina', 'Burkina Faso')",-1,FALSE,Bombora,TRUE,Burkina Faso,FALSE
-1,Dori,Burkina Faso,"('-1', 'Dori', 'Burkina Faso')",-1,FALSE,Dafina,TRUE,Burkina Faso,FALSE
-1,Kamsaoghi,Burkina Faso,"('-1', 'Kamsaoghi', 'Burkina Faso')",-1,FALSE,Kamsaoghi,FALSE,Burkina Faso,FALSE
-1,Koudougou,Burkina Faso,"('-1', 'Koudougou', 'Burkina Faso')",-1,FALSE,Koudougou,FALSE,Burkina Faso,FALSE
-1,Koulouba,Burkina Faso,"('-1', 'Koulouba', 'Burkina Faso')",-1,FALSE,Koulouba,FALSE,Burkina Faso,FALSE
-1,Leo,Burkina Faso,"('-1', 'Leo', 'Burkina Faso')",-1,FALSE,Leo,FALSE,Burkina Faso,FALSE
-1,Tampouy,Burkina Faso,"('-1', 'Tampouy', 'Burkina Faso')",-1,FALSE,Tampouy,FALSE,Burkina Faso,FALSE
Bagala,Bagala,Burkina Faso,"('Bagala', 'Bagala', 'Burkina Faso')",Bagala,FALSE,Bagala,FALSE,Burkina Faso,FALSE
Bagala,Nouna,Burkina Faso,"('Bagala', 'Nouna', 'Burkina Faso')",Bagala,FALSE,Nouna,FALSE,Burkina Faso,FALSE
Banfora,Banfora,Burkina Faso,"('Banfora', 'Banfora', 'Burkina Faso')",Banfora,FALSE,Banfora,FALSE,Burkina Faso,FALSE
Banzo,Bobo-Dioulasso,Burkina Faso,"('Banzo', 'Bobo-Dioulasso', 'Burkina Faso')",Banzo,FALSE,Bobo-Dioulasso,FALSE,Burkina Faso,FALSE
Bega,Bega,Burkina Faso,"('Bega', 'Bega', 'Burkina Faso')",Bega,FALSE,Bega,FALSE,Burkina Faso,FALSE
Bobo-Dioulasso,Bobo-Dioulasso,Burkina Faso,"('Bobo-Dioulasso', 'Bobo-Dioulasso', 'Burkina Faso')",Bobo-Dioulasso,FALSE,Bobo-Dioulasso,FALSE,Burkina Faso,FALSE
Bobo-Dioulasso,Ouagadougou,Burkina Faso,"('Bobo-Dioulasso', 'Ouagadougou', 'Burkina Faso')",Bobo-Dioulasso,FALSE,Ouagadougou,FALSE,Burkina Faso,FALSE
Dafina,Leo,Burkina Faso,"('Dafina', 'Leo', 'Burkina Faso')",Dafina,FALSE,Leo,FALSE,Burkina Faso,FALSE
Dari,Ouagadougou,Burkina Faso,"('Dari', 'Ouagadougou', 'Burkina Faso')",Dari,FALSE,Ouagadougou,FALSE,Burkina Faso,FALSE
Hombor Bombora,Bamfora,Burkina Faso,"('Hombor Bombora', 'Bamfora', 'Burkina Faso')",Hombor Bombora,FALSE,Bamfora,FALSE,Burkina Faso,FALSE
Kamsaoghi,Ouagadougou,Burkina Faso,"('Kamsaoghi', 'Ouagadougou', 'Burkina Faso')",Kamsaoghi,FALSE,Ouagadougou,FALSE,Burkina Faso,FALSE
Kouba,Ouagadougou,Burkina Faso,"('Kouba', 'Ouagadougou', 'Burkina Faso')",Kouba,FALSE,Ouagadougou,FALSE,Burkina Faso,FALSE
Koudougou,Koudougou,Burkina Faso,"('Koudougou', 'Koudougou', 'Burkina Faso')",Koudougou,FALSE,Koudougou,FALSE,Burkina Faso,FALSE
Koudougou,Poa,Burkina Faso,"('Koudougou', 'Poa', 'Burkina Faso')",Koudougou,FALSE,Poa,FALSE,Burkina Faso,FALSE
Koulouba,Ouagadougou,Burkina Faso,"('Koulouba', 'Ouagadougou', 'Burkina Faso')",Koulouba,FALSE,Ouagadougou,FALSE,Burkina Faso,FALSE
Koumbia,Bobo-Dioulasso,Burkina Faso,"('Koumbia', 'Bobo-Dioulasso', 'Burkina Faso')",Koumbia,FALSE,Bobo-Dioulasso,FALSE,Burkina Faso,FALSE
Leo,Koudougou,Burkina Faso,"('Leo', 'Koudougou', 'Burkina Faso')",Leo,FALSE,Koudougou,FALSE,Burkina Faso,FALSE
Leo,Leo,Burkina Faso,"('Leo', 'Leo', 'Burkina Faso')",Leo,FALSE,Leo,FALSE,Burkina Faso,FALSE
Moemmum,Ouagadougou,Burkina Faso,"('Moemmum', 'Ouagadougou', 'Burkina Faso')",-19,TRUE,Ouagadougou,FALSE,Burkina Faso,FALSE
Moemmun,Ouagadougou,Burkina Faso,"('Moemmun', 'Ouagadougou', 'Burkina Faso')",-19,TRUE,Ouagadougou,FALSE,Burkina Faso,FALSE
Nouna,Banfora,Burkina Faso,"('Nouna', 'Banfora', 'Burkina Faso')",Nouna,FALSE,Banfora,FALSE,Burkina Faso,FALSE
Nouna,Nouna,Burkina Faso,"('Nouna', 'Nouna', 'Burkina Faso')",Nouna,FALSE,Nouna,FALSE,Burkina Faso,FALSE
Ouagadougou,Ouagadougou,Burkina Faso,"('Ouagadougou', 'Ouagadougou', 'Burkina Faso')",Ouagadougou,FALSE,Ouagadougou,FALSE,Burkina Faso,FALSE
Ouagadougou,Signinvouse,Burkina Faso,"('Ouagadougou', 'Signinvouse', 'Burkina Faso')",Ouagadougou,FALSE,Ouagadougou,TRUE,Burkina Faso,FALSE
Ougadougou,Ougadougou,Burkina Faso,"('Ougadougou', 'Ougadougou', 'Burkina Faso')",Ouagadougou,TRUE,Ouagadougou,TRUE,Burkina Faso,FALSE
Ouugadougou,Ouagadougou,Burkina Faso,"('Ouugadougou', 'Ouagadougou', 'Burkina Faso')",Ouagadougou,TRUE,Ouagadougou,FALSE,Burkina Faso,FALSE
Paspanya,Ouagadougou,Burkina Faso,"('Paspanya', 'Ouagadougou', 'Burkina Faso')",Paspanga,TRUE,Ouagadougou,FALSE,Burkina Faso,FALSE
Poa,Poa,Burkina Faso,"('Poa', 'Poa', 'Burkina Faso')",Poa,FALSE,Poa,FALSE,Burkina Faso,FALSE
Sobo Dioullaso,Ouagadougou,Burkina Faso,"('Sobo Dioullaso', 'Ouagadougou', 'Burkina Faso')",Bobo-Dioulasso,TRUE,Ouagadougou,FALSE,Burkina Faso,FALSE
Sobo Dioullasso,Ouagadougou,Burkina Faso,"('Sobo Dioullasso', 'Ouagadougou', 'Burkina Faso')",Bobo-Dioulasso,TRUE,Ouagadougou,FALSE,Burkina Faso,FALSE
sobo Dioullazso,Ouagadougou,Burkina Faso,"('sobo Dioullazso', 'Ouagadougou', 'Burkina Faso')",Bobo-Dioulasso,TRUE,Ouagadougou,FALSE,Burkina Faso,FALSE
Tampouy,Ouagadougou,Burkina Faso,"('Tampouy', 'Ouagadougou', 'Burkina Faso')",Tampouy,FALSE,Ouagadougou,FALSE,Burkina Faso,FALSE
-1,Bujumbura,Burundi,"('-1', 'Bujumbura', 'Burundi')",-1,FALSE,Bujumbura,FALSE,Burundi,FALSE
-1,Bunjumbura,Burundi,"('-1', 'Bunjumbura', 'Burundi')",-1,FALSE,Bujumbura,TRUE,Burundi,FALSE
-1,Bunjumburi,Burundi,"('-1', 'Bunjumburi', 'Burundi')",-1,FALSE,Bujumbura,TRUE,Burundi,FALSE
-1,Buraza,Burundi,"('-1', 'Buraza', 'Burundi')",-1,FALSE,Buraza,FALSE,Burundi,FALSE
-1,Chibitoki,Burundi,"('-1', 'Chibitoki', 'Burundi')",-1,FALSE,Cibitoke,TRUE,Burundi,FALSE
-1,Kiremba,Burundi,"('-1', 'Kiremba', 'Burundi')",-1,FALSE,Kiremba,FALSE,Burundi,FALSE
-1,Kizi,Burundi,"('-1', 'Kizi', 'Burundi')",-1,FALSE,Kizi,FALSE,Burundi,FALSE
-1,Maramvya,Burundi,"('-1', 'Maramvya', 'Burundi')",-1,FALSE,Maramvya,FALSE,Burundi,FALSE
-1,Musumba,Burundi,"('-1', 'Musumba', 'Burundi')",-1,FALSE,Musumba,FALSE,Burundi,FALSE
-1,Tutsi,Burundi,"('-1', 'Tutsi', 'Burundi')",-1,FALSE,-19,TRUE,Burundi,FALSE
Bisoro,Bisoro,Burundi,"('Bisoro', 'Bisoro', 'Burundi')",Bisoro,FALSE,Bisoro,FALSE,Burundi,FALSE
Bubanza,Bururi,Burundi,"('Bubanza', 'Bururi', 'Burundi')",Bubanza,FALSE,Bujumbura,TRUE,Burundi,FALSE
Bujumbura,Bujumbura,Burundi,"('Bujumbura', 'Bujumbura', 'Burundi')",Bujumbura,FALSE,Bujumbura,FALSE,Burundi,FALSE
bujumbura,bujumbura,Burundi,"('bujumbura', 'bujumbura', 'Burundi')",Bujumbura,FALSE,Bujumbura,FALSE,Burundi,FALSE
bujumbura,Bujumbura,Burundi,"('bujumbura', 'Bujumbura', 'Burundi')",Bujumbura,FALSE,Bujumbura,FALSE,Burundi,FALSE
Bujumbura,Bukirasazi,Burundi,"('Bujumbura', 'Bukirasazi', 'Burundi')",Bujumbura,FALSE,Bukirasazi,FALSE,Burundi,FALSE
Bujumbura,Burundi,Burundi,"('Bujumbura', 'Burundi', 'Burundi')",Bujumbura,FALSE,Burundi,FALSE,Burundi,FALSE
Bujumburi,Bujumburi,Burundi,"('Bujumburi', 'Bujumburi', 'Burundi')",Bujumbura,TRUE,Bujumbura,TRUE,Burundi,FALSE
Bukirasazi,Bukirasazi,Burundi,"('Bukirasazi', 'Bukirasazi', 'Burundi')",Bukirasazi,FALSE,Bukirasazi,FALSE,Burundi,FALSE
Bunjumbura,Bujumbura,Burundi,"('Bunjumbura', 'Bujumbura', 'Burundi')",Bunjumbura,FALSE,Bujumbura,FALSE,Burundi,FALSE
bunjumbura,bunjumbura,Burundi,"('bunjumbura', 'bunjumbura', 'Burundi')",Bunjumbura,FALSE,Bujumbura,TRUE,Burundi,FALSE
Bunjumbura,Bunjumbura,Burundi,"('Bunjumbura', 'Bunjumbura', 'Burundi')",Bunjumbura,FALSE,Bunjumbura,FALSE,Burundi,FALSE
Buraza,Gitega,Burundi,"('Buraza', 'Gitega', 'Burundi')",Buraza,FALSE,Gitega,FALSE,Burundi,FALSE
Burudi,Burudi,Burundi,"('Burudi', 'Burudi', 'Burundi')",Burundi,TRUE,Burundi,TRUE,Burundi,FALSE
Burundi,Burundi,Burundi,"('Burundi', 'Burundi', 'Burundi')",Burundi,FALSE,Burundi,FALSE,Burundi,FALSE
Buterere,Bujumbura,Burundi,"('Buterere', 'Bujumbura', 'Burundi')",Buterere,FALSE,Bujumbura,FALSE,Burundi,FALSE
Bwiza,Bwiza,Burundi,"('Bwiza', 'Bwiza', 'Burundi')",Bwiza,FALSE,Bwiza,FALSE,Burundi,FALSE
Bwiza,Bwiza City,Burundi,"('Bwiza', 'Bwiza City', 'Burundi')",Bwiza,FALSE,Bwiza,TRUE,Burundi,FALSE
Chibitoki,Bujumbura,Burundi,"('Chibitoki', 'Bujumbura', 'Burundi')",Cibitoke,TRUE,Bujumbura,FALSE,Burundi,FALSE
Chibutoki,Bujumbura,Burundi,"('Chibutoki', 'Bujumbura', 'Burundi')",Chibuto,TRUE,Bujumbura,FALSE,Burundi,FALSE
Gitega,Gitega,Burundi,"('Gitega', 'Gitega', 'Burundi')",Gitega,FALSE,Gitega,FALSE,Burundi,FALSE
Kavum,Changuzo,Burundi,"('Kavum', 'Changuzo', 'Burundi')",-19,TRUE,-19,TRUE,Burundi,FALSE
