,respondentID,birthyear,age,duration,interval,location_name,location_type,location_latlon,distance_from_origin_location_km,distance_from_previous_location_km,distance_from_properties_owned_km,mother_tongue,n_moves,work_type,employment_status,work_aspiration,financial_support,children,children_since_leaving,p_kmGeo,p_kmGrC,O_kmGeo,O_kmGrC,lat,lon
289108.04,289108,1985,36,,,,4th migration location,,,,,Mampruli,1,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Own Business,300.0,Yes,1,,,,,,
289108.05,289108,1985,36,384,0,"('Old Fadama', 'Accra', 'Ghana')",current location,"(5.5488671, -0.22252159999999999)",551.5095057013485,551.5095057013485,,Mampruli,1,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Own Business,300.0,Yes,1,551.5095057013485,554.4868593850919,551.5095057013485,554.4868593850919,5.5488671,-0.22252159999999999
289108.06,289108,1985,36,420,36,"('Old Fadama', 'Accra', 'Ghana')",current location,"(5.5488671, -0.22252159999999999)",551.5095057013485,0.0,,Mampruli,1,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Own Business,300.0,Yes,1,0.0,0.0,551.5095057013485,554.4868593850919,5.5488671,-0.22252159999999999
289108.07,289108,1985,36,426,6,,aspiration 2-6 months,,,,,Mampruli,1,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Own Business,300.0,Yes,1,,,,,,
289108.08,289108,1985,36,444,18,,planned move 2 yrs,,,,,Mampruli,1,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Own Business,300.0,Yes,1,,,,,,
289108.09,289108,1985,36,540,96,,planned move 10 yrs,,,,,Mampruli,1,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Own Business,300.0,Yes,1,,,,,,
289108.1,289108,1985,36,660,120,,planned move retirement,,,,,Mampruli,1,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Own Business,300.0,Yes,1,,,,,,
289110.0,289110,1990,31,0,192,"('Enugu', 'Anambra', 'Nigeria')",origin,"(6.5536094, 7.4143061)",0,0,,Igbo,4,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Making  Of Furniture,,No,-1,0,0,0,0,6.5536094,7.4143061
289110.01,289110,1990,31,192,89,"('Lagos', 'Ibadan', 'Nigeria')",1st migration location,"(6.4550575, 3.3941795)",444.78931734924936,444.78931734924936,,Igbo,4,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Making  Of Furniture,,No,-1,444.78931734924936,444.27493211270786,444.78931734924936,444.27493211270786,6.4550575,3.3941795
289110.02,289110,1990,31,281,8,"('Asaba', 'Onitsha', 'Nigeria')",2nd migration location,"(6.188193, 6.749352)",83.93621834386109,372.4103057314252,,Igbo,4,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Making  Of Furniture,,No,-1,372.4103057314252,371.9946173450439,83.93621834386109,83.96864294897685,6.188193,6.749352
289110.03,289110,1990,31,289,12,"('Abuja', 'Nasarawa', 'Nigeria')",3rd migration location,"(9.064330499999999, 7.4892974)",277.7962077136716,328.39297980089736,,Igbo,4,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Making  Of Furniture,,No,-1,328.39297980089736,330.0438666736714,277.7962077136716,279.30202796986515,9.064330499999999,7.4892974
289110.04,289110,1990,31,,,,4th migration location,,,,,Igbo,4,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Making  Of Furniture,,No,-1,,,,,,
289110.05,289110,1990,31,301,0,"('Madina', 'Accra', 'Ghana')",current location,"(5.6864962, -0.16770520000000003)",844.6925466283321,924.1015792650503,,Igbo,4,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Making  Of Furniture,,No,-1,924.1015792650503,924.0193575666765,844.6925466283321,843.7890773853906,5.6864962,-0.16770520000000003
289110.06,289110,1990,31,307,6,"('Madina', 'Accra', 'Ghana')",current location,"(5.6864962, -0.16770520000000003)",844.6925466283321,0.0,,Igbo,4,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Making  Of Furniture,,No,-1,0.0,0.0,844.6925466283321,843.7890773853906,5.6864962,-0.16770520000000003
289110.07,289110,1990,31,313,6,,aspiration 2-6 months,,,,,Igbo,4,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Making  Of Furniture,,No,-1,,,,,,
289110.08,289110,1990,31,331,18,,planned move 2 yrs,,,,,Igbo,4,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Making  Of Furniture,,No,-1,,,,,,
289110.09,289110,1990,31,427,96,,planned move 10 yrs,,,,,Igbo,4,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Making  Of Furniture,,No,-1,,,,,,
289110.1,289110,1990,31,547,120,,planned move retirement,,,,,Igbo,4,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Making  Of Furniture,,No,-1,,,,,,
289111.0,289111,2000,21,0,24,"('Tumu', 'Tamale', 'Ghana')",origin,"(10.8753671, -1.9859256999999997)",0,0,,Sisaala ,3,Doing casual jobs,Doing casual jobs,Sewing,200.0,No,-1,0,0,0,0,10.8753671,-1.9859256999999997
289111.01,289111,2000,21,24,216,"('Techiman', 'Kumasi', 'Ghana')",1st migration location,"(7.584971, -1.9364009999999998)",363.96881393728427,363.96881393728427,,Sisaala ,3,Doing casual jobs,Doing casual jobs,Sewing,200.0,No,-1,363.96881393728427,365.91623235079555,363.96881393728427,365.91623235079555,7.584971,-1.9364009999999998
289111.02,289111,2000,21,240,6,"('Old Fadama', 'Accra', 'Ghana')",2nd migration location,"(5.5488671, -0.22252159999999999)",620.2915197361975,294.3212825973237,,Sisaala ,3,Doing casual jobs,Doing casual jobs,Sewing,200.0,No,-1,294.3212825973237,295.1253165930197,620.2915197361975,623.2423999420149,5.5488671,-0.22252159999999999
289111.03,289111,2000,21,,,,3rd migration location,,,,,Sisaala ,3,Doing casual jobs,Doing casual jobs,Sewing,200.0,No,-1,,,,,,
289111.04,289111,2000,21,,,,4th migration location,,,,,Sisaala ,3,Doing casual jobs,Doing casual jobs,Sewing,200.0,No,-1,,,,,,
289111.05,289111,2000,21,246,0,"('Old Fadama', 'Accra', 'Ghana')",current location,"(5.5488671, -0.22252159999999999)",620.2915197361975,0.0,,Sisaala ,3,Doing casual jobs,Doing casual jobs,Sewing,200.0,No,-1,0.0,0.0,620.2915197361975,623.2423999420149,5.5488671,-0.22252159999999999
289111.06,289111,2000,21,252,6,"('Old Fadama', 'Accra', 'Ghana')",current location,"(5.5488671, -0.22252159999999999)",620.2915197361975,0.0,,Sisaala ,3,Doing casual jobs,Doing casual jobs,Sewing,200.0,No,-1,0.0,0.0,620.2915197361975,623.2423999420149,5.5488671,-0.22252159999999999
289111.07,289111,2000,21,258,6,,aspiration 2-6 months,,,,,Sisaala ,3,Doing casual jobs,Doing casual jobs,Sewing,200.0,No,-1,,,,,,
289111.08,289111,2000,21,276,18,,planned move 2 yrs,,,,,Sisaala ,3,Doing casual jobs,Doing casual jobs,Sewing,200.0,No,-1,,,,,,
289111.09,289111,2000,21,372,96,,planned move 10 yrs,,,,,Sisaala ,3,Doing casual jobs,Doing casual jobs,Sewing,200.0,No,-1,,,,,,
289111.1,289111,2000,21,492,120,,planned move retirement,,,,,Sisaala ,3,Doing casual jobs,Doing casual jobs,Sewing,200.0,No,-1,,,,,,
289112.0,289112,1991,30,0,624,"('Ikotun', 'Lagos State', 'Nigeria')",origin,"(6.548436, 3.2674453)",0,0,,Yoruba,1,Other (specify),Working full-time (formal/informal sector),Other. Own A Boutique,500.0,No,-1,0,0,0,0,6.548436,3.2674453
289112.01,289112,1991,30,624,96,"('Madina', 'Accra', 'Ghana')",1st migration location,"(5.6864962, -0.16770520000000003)",391.99738236447325,391.99738236447325,,Yoruba,1,Other (specify),Working full-time (formal/informal sector),Other. Own A Boutique,500.0,No,-1,391.99738236447325,391.69912745102135,391.99738236447325,391.69912745102135,5.6864962,-0.16770520000000003
289112.02,289112,1991,30,,,,2nd migration location,,,,,Yoruba,1,Other (specify),Working full-time (formal/informal sector),Other. Own A Boutique,500.0,No,-1,,,,,,
289112.03,289112,1991,30,,,,3rd migration location,,,,,Yoruba,1,Other (specify),Working full-time (formal/informal sector),Other. Own A Boutique,500.0,No,-1,,,,,,
289112.04,289112,1991,30,,,,4th migration location,,,,,Yoruba,1,Other (specify),Working full-time (formal/informal sector),Other. Own A Boutique,500.0,No,-1,,,,,,
289112.05,289112,1991,30,720,0,"('Madina', 'Accra', 'Ghana')",current location,"(5.6864962, -0.16770520000000003)",391.99738236447325,0.0,,Yoruba,1,Other (specify),Working full-time (formal/informal sector),Other. Own A Boutique,500.0,No,-1,0.0,0.0,391.99738236447325,391.69912745102135,5.6864962,-0.16770520000000003
289112.06,289112,1991,30,768,48,"('Madina', 'Accra', 'Ghana')",current location,"(5.6864962, -0.16770520000000003)",391.99738236447325,0.0,,Yoruba,1,Other (specify),Working full-time (formal/informal sector),Other. Own A Boutique,500.0,No,-1,0.0,0.0,391.99738236447325,391.69912745102135,5.6864962,-0.16770520000000003
289112.07,289112,1991,30,774,6,,aspiration 2-6 months,,,,,Yoruba,1,Other (specify),Working full-time (formal/informal sector),Other. Own A Boutique,500.0,No,-1,,,,,,
289112.08,289112,1991,30,792,18,,planned move 2 yrs,,,,,Yoruba,1,Other (specify),Working full-time (formal/informal sector),Other. Own A Boutique,500.0,No,-1,,,,,,
289112.09,289112,1991,30,888,96,,planned move 10 yrs,,,,,Yoruba,1,Other (specify),Working full-time (formal/informal sector),Other. Own A Boutique,500.0,No,-1,,,,,,
289112.1,289112,1991,30,1008,120,,planned move retirement,,,,,Yoruba,1,Other (specify),Working full-time (formal/informal sector),Other. Own A Boutique,500.0,No,-1,,,,,,
289114.0,289114,1988,33,,,"('Iyala', 'Anambra', 'Nigeria')",origin,,,,,Igbo ,4,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Phone Repair,,No,-1,,,,,,
289114.01,289114,1988,33,,,"('Adja', 'Lagos', 'Nigeria')",1st migration location,,,,,Igbo ,4,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Phone Repair,,No,-1,,,,,,
289114.02,289114,1988,33,,,"('Edjibo', 'Oshu', 'Nigeria')",2nd migration location,,,,,Igbo ,4,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Phone Repair,,No,-1,,,,,,
289114.03,289114,1988,33,,,"('High Level', 'Benue', 'Nigeria')",3rd migration location,,,,,Igbo ,4,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Phone Repair,,No,-1,,,,,,
289114.04,289114,1988,33,,,,4th migration location,,,,,Igbo ,4,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Phone Repair,,No,-1,,,,,,
289114.05,289114,1988,33,0,0,"('Madina', 'Accra', 'Ghana')",current location,"(5.6864962, -0.16770520000000003)",0,0,,Igbo ,4,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Phone Repair,,No,-1,0,0,0,0,5.6864962,-0.16770520000000003
289114.06,289114,1988,33,48,48,"('Madina', 'Accra', 'Ghana')",current location,"(5.6864962, -0.16770520000000003)",0.0,0.0,,Igbo ,4,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Phone Repair,,No,-1,0.0,0.0,0.0,0.0,5.6864962,-0.16770520000000003
289114.07,289114,1988,33,54,6,,aspiration 2-6 months,,,,,Igbo ,4,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Phone Repair,,No,-1,,,,,,
289114.08,289114,1988,33,72,18,,planned move 2 yrs,,,,,Igbo ,4,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Phone Repair,,No,-1,,,,,,
289114.09,289114,1988,33,168,96,,planned move 10 yrs,,,,,Igbo ,4,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Phone Repair,,No,-1,,,,,,
289114.1,289114,1988,33,288,120,,planned move retirement,,,,,Igbo ,4,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Phone Repair,,No,-1,,,,,,
289115.0,289115,2002,19,0,432,"('Lome', 'Lome', 'Togo')",origin,"(6.130419, 1.215829)",0,0,,Hausa,2,Doing casual jobs,Doing casual jobs,Go Back To School,,No,-1,0,0,0,0,6.130419,1.215829
289115.01,289115,2002,19,432,24,"('Madina', 'Accra', 'Ghana')",1st migration location,"(5.6864962, -0.16770520000000003)",160.874429987997,160.874429987997,,Hausa,2,Doing casual jobs,Doing casual jobs,Go Back To School,,No,-1,160.874429987997,160.78901716378306,160.874429987997,160.78901716378306,5.6864962,-0.16770520000000003
289115.02,289115,2002,19,,,,2nd migration location,,,,,Hausa,2,Doing casual jobs,Doing casual jobs,Go Back To School,,No,-1,,,,,,
289115.03,289115,2002,19,,,,3rd migration location,,,,,Hausa,2,Doing casual jobs,Doing casual jobs,Go Back To School,,No,-1,,,,,,
289115.04,289115,2002,19,,,,4th migration location,,,,,Hausa,2,Doing casual jobs,Doing casual jobs,Go Back To School,,No,-1,,,,,,
289115.05,289115,2002,19,456,0,"('Madina', 'Accra', 'Ghana')",current location,"(5.6864962, -0.16770520000000003)",160.874429987997,0.0,,Hausa,2,Doing casual jobs,Doing casual jobs,Go Back To School,,No,-1,0.0,0.0,160.874429987997,160.78901716378306,5.6864962,-0.16770520000000003
289115.06,289115,2002,19,465,9,"('Madina', 'Accra', 'Ghana')",current location,"(5.6864962, -0.16770520000000003)",160.874429987997,0.0,,Hausa,2,Doing casual jobs,Doing casual jobs,Go Back To School,,No,-1,0.0,0.0,160.874429987997,160.78901716378306,5.6864962,-0.16770520000000003
289115.07,289115,2002,19,471,6,,aspiration 2-6 months,,,,,Hausa,2,Doing casual jobs,Doing casual jobs,Go Back To School,,No,-1,,,,,,
289115.08,289115,2002,19,489,18,,planned move 2 yrs,,,,,Hausa,2,Doing casual jobs,Doing casual jobs,Go Back To School,,No,-1,,,,,,
289115.09,289115,2002,19,585,96,,planned move 10 yrs,,,,,Hausa,2,Doing casual jobs,Doing casual jobs,Go Back To School,,No,-1,,,,,,
289115.1,289115,2002,19,705,120,,planned move retirement,,,,,Hausa,2,Doing casual jobs,Doing casual jobs,Go Back To School,,No,-1,,,,,,
289117.0,289117,1989,32,0,576,"('Diffa', 'Niamey', 'Niger')",origin,"(13.313074900000002, 12.6136611)",0,0,,Hausa,3,Unemployed,Unemployed ,Trade,,Yes,2,0,0,0,0,13.313074900000002,12.6136611
289117.01,289117,1989,32,576,48,"('Mamprobi', 'Accra', 'Ghana')",1st migration location,"(5.5356856, -0.24027310000000002)",1652.0822139987342,1652.0822139987342,,Hausa,3,Unemployed,Unemployed ,Trade,,Yes,2,1652.0822139987342,1653.0168881091045,1652.0822139987342,1653.0168881091045,5.5356856,-0.24027310000000002
289117.02,289117,1989,32,624,48,"('Kasoa', 'Accra', 'Ghana')",2nd migration location,"(5.532573, -0.43749099999999996)",1670.7756358006072,21.855257001240982,,Hausa,3,Unemployed,Unemployed ,Trade,,Yes,2,21.855257001240982,21.830188935724166,1670.7756358006072,1671.6572458618207,5.532573,-0.43749099999999996
289117.03,289117,1989,32,672,96,"('Madina', 'Accra', 'Ghana')",3rd migration location,"(5.6864962, -0.16770520000000003)",1636.4062442913025,34.39649668452889,,Hausa,3,Unemployed,Unemployed ,Trade,,Yes,2,34.39649668452889,34.41326081061023,1636.4062442913025,1637.2711297782632,5.6864962,-0.16770520000000003
289117.04,289117,1989,32,,,,4th migration location,,,,,Hausa,3,Unemployed,Unemployed ,Trade,,Yes,2,,,,,,
289117.05,289117,1989,32,768,0,"('Madina', 'Accra', 'Ghana')",current location,"(5.6864962, -0.16770520000000003)",1636.4062442913025,0.0,,Hausa,3,Unemployed,Unemployed ,Trade,,Yes,2,0.0,0.0,1636.4062442913025,1637.2711297782632,5.6864962,-0.16770520000000003
289117.06,289117,1989,32,864,96,"('Madina', 'Accra', 'Ghana')",current location,"(5.6864962, -0.16770520000000003)",1636.4062442913025,0.0,,Hausa,3,Unemployed,Unemployed ,Trade,,Yes,2,0.0,0.0,1636.4062442913025,1637.2711297782632,5.6864962,-0.16770520000000003
289117.07,289117,1989,32,870,6,,aspiration 2-6 months,,,,,Hausa,3,Unemployed,Unemployed ,Trade,,Yes,2,,,,,,
289117.08,289117,1989,32,888,18,,planned move 2 yrs,,,,,Hausa,3,Unemployed,Unemployed ,Trade,,Yes,2,,,,,,
289117.09,289117,1989,32,984,96,,planned move 10 yrs,,,,,Hausa,3,Unemployed,Unemployed ,Trade,,Yes,2,,,,,,
289117.1,289117,1989,32,1104,120,,planned move retirement,,,,,Hausa,3,Unemployed,Unemployed ,Trade,,Yes,2,,,,,,
289367.0,289367,1983,38,0,336,"('Vlaklaagte', 'Pretoria', 'South Africa')",origin,"(-25.3819444, 28.857222200000002)",0,0,,Tsonga,2,Unemployed,Unemployed ,Carpentry,1000.0,Yes,0,0,0,0,0,-25.3819444,28.857222200000002
289367.01,289367,1983,38,336,120,"('Diepsloot', 'Fourways', 'South Africa')",1st migration location,"(-25.930950199999998, 28.010590500000003)",104.52433057954086,104.52433057954086,,Tsonga,2,Unemployed,Unemployed ,Carpentry,1000.0,Yes,0,104.52433057954086,104.53579029918073,104.52433057954086,104.53579029918073,-25.930950199999998,28.010590500000003
289367.02,289367,1983,38,,,,2nd migration location,,,,,Tsonga,2,Unemployed,Unemployed ,Carpentry,1000.0,Yes,0,,,,,,
289367.03,289367,1983,38,,,,3rd migration location,,,,,Tsonga,2,Unemployed,Unemployed ,Carpentry,1000.0,Yes,0,,,,,,
289367.04,289367,1983,38,,,,4th migration location,,,,,Tsonga,2,Unemployed,Unemployed ,Carpentry,1000.0,Yes,0,,,,,,
289367.05,289367,1983,38,456,0,"('Diepsloot', 'Johannesburg', 'South Africa')",current location,"(-25.930950199999998, 28.010590500000003)",104.52433057954086,0.0,,Tsonga,2,Unemployed,Unemployed ,Carpentry,1000.0,Yes,0,0.0,0.0,104.52433057954086,104.53579029918073,-25.930950199999998,28.010590500000003
289367.06,289367,1983,38,576,120,"('Diepsloot', 'Johannesburg', 'South Africa')",current location,"(-25.930950199999998, 28.010590500000003)",104.52433057954086,0.0,,Tsonga,2,Unemployed,Unemployed ,Carpentry,1000.0,Yes,0,0.0,0.0,104.52433057954086,104.53579029918073,-25.930950199999998,28.010590500000003
289367.07,289367,1983,38,582,6,,aspiration 2-6 months,,,,,Tsonga,2,Unemployed,Unemployed ,Carpentry,1000.0,Yes,0,,,,,,
289367.08,289367,1983,38,600,18,,planned move 2 yrs,,,,,Tsonga,2,Unemployed,Unemployed ,Carpentry,1000.0,Yes,0,,,,,,
289367.09,289367,1983,38,696,96,,planned move 10 yrs,,,,,Tsonga,2,Unemployed,Unemployed ,Carpentry,1000.0,Yes,0,,,,,,
289367.1,289367,1983,38,816,120,,planned move retirement,,,,,Tsonga,2,Unemployed,Unemployed ,Carpentry,1000.0,Yes,0,,,,,,
289368.0,289368,1976,45,0,480,"('Njube', 'Bulawayo', 'Zimbabwe')",origin,"(-20.135463, 28.530607899999996)",0,0,,Ndebele,3,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),To Grow My Business,1000.0,Yes,2,0,0,0,0,-20.135463,28.530607899999996
289368.01,289368,1976,45,480,36,"('Honeydew', 'Johannesburg', 'South Africa')",1st migration location,"(-26.082222199999997, 27.927777799999998)",661.4660989228956,661.4660989228956,,Ndebele,3,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),To Grow My Business,1000.0,Yes,2,661.4660989228956,664.1143764236541,661.4660989228956,664.1143764236541,-26.082222199999997,27.927777799999998
289368.02,289368,1976,45,516,24,"('Diepsloot', 'Fourways', 'South Africa')",2nd migration location,"(-25.930950199999998, 28.010590500000003)",644.0284971588939,18.697644337496786,,Ndebele,3,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),To Grow My Business,1000.0,Yes,2,18.697644337496786,18.746399049861456,644.0284971588939,646.6201179880206,-25.930950199999998,28.010590500000003
289368.03,289368,1976,45,,,,3rd migration location,,,,,Ndebele,3,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),To Grow My Business,1000.0,Yes,2,,,,,,
289368.04,289368,1976,45,,,,4th migration location,,,,,Ndebele,3,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),To Grow My Business,1000.0,Yes,2,,,,,,
289368.05,289368,1976,45,540,0,"('Diepsloot', 'Johannesburg', 'South Africa')",current location,"(-25.930950199999998, 28.010590500000003)",644.0284971588939,0.0,,Ndebele,3,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),To Grow My Business,1000.0,Yes,2,0.0,0.0,644.0284971588939,646.6201179880206,-25.930950199999998,28.010590500000003
289368.06,289368,1976,45,600,60,"('Diepsloot', 'Johannesburg', 'South Africa')",current location,"(-25.930950199999998, 28.010590500000003)",644.0284971588939,0.0,,Ndebele,3,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),To Grow My Business,1000.0,Yes,2,0.0,0.0,644.0284971588939,646.6201179880206,-25.930950199999998,28.010590500000003
289368.07,289368,1976,45,606,6,,aspiration 2-6 months,,,,,Ndebele,3,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),To Grow My Business,1000.0,Yes,2,,,,,,
289368.08,289368,1976,45,624,18,,planned move 2 yrs,,,,,Ndebele,3,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),To Grow My Business,1000.0,Yes,2,,,,,,
289368.09,289368,1976,45,720,96,,planned move 10 yrs,,,,,Ndebele,3,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),To Grow My Business,1000.0,Yes,2,,,,,,
289368.1,289368,1976,45,840,120,,planned move retirement,,,,,Ndebele,3,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),To Grow My Business,1000.0,Yes,2,,,,,,
289379.0,289379,1992,29,0,312,"('Enugu', 'Lagos', 'Nigeria')",origin,"(6.5536094, 7.4143061)",0,0,,Igbo ,2,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Sale Of Second Hand Clothing,,Yes,1,0,0,0,0,6.5536094,7.4143061
289379.01,289379,1992,29,312,39,"('Madina', 'Accra', 'Ghana')",1st migration location,"(5.6864962, -0.16770520000000003)",844.6925466283321,844.6925466283321,,Igbo ,2,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Sale Of Second Hand Clothing,,Yes,1,844.6925466283321,843.7890773853906,844.6925466283321,843.7890773853906,5.6864962,-0.16770520000000003
289379.02,289379,1992,29,,,,2nd migration location,,,,,Igbo ,2,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Sale Of Second Hand Clothing,,Yes,1,,,,,,
289379.03,289379,1992,29,,,,3rd migration location,,,,,Igbo ,2,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Sale Of Second Hand Clothing,,Yes,1,,,,,,
289379.04,289379,1992,29,,,,4th migration location,,,,,Igbo ,2,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Sale Of Second Hand Clothing,,Yes,1,,,,,,
289379.05,289379,1992,29,351,0,"('Madina', 'Accra', 'Ghana')",current location,"(5.6864962, -0.16770520000000003)",844.6925466283321,0.0,,Igbo ,2,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Sale Of Second Hand Clothing,,Yes,1,0.0,0.0,844.6925466283321,843.7890773853906,5.6864962,-0.16770520000000003
289379.06,289379,1992,29,390,39,"('Madina', 'Accra', 'Ghana')",current location,"(5.6864962, -0.16770520000000003)",844.6925466283321,0.0,,Igbo ,2,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Sale Of Second Hand Clothing,,Yes,1,0.0,0.0,844.6925466283321,843.7890773853906,5.6864962,-0.16770520000000003
289379.07,289379,1992,29,396,6,,aspiration 2-6 months,,,,,Igbo ,2,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Sale Of Second Hand Clothing,,Yes,1,,,,,,
289379.08,289379,1992,29,414,18,,planned move 2 yrs,,,,,Igbo ,2,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Sale Of Second Hand Clothing,,Yes,1,,,,,,
289379.09,289379,1992,29,510,96,,planned move 10 yrs,,,,,Igbo ,2,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Sale Of Second Hand Clothing,,Yes,1,,,,,,
289379.1,289379,1992,29,630,120,,planned move retirement,,,,,Igbo ,2,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Sale Of Second Hand Clothing,,Yes,1,,,,,,
289380.0,289380,1993,28,,,"('Mondernspruit', 'Brats', 'South Africa')",origin,,,,,Setwana,2,University/technikon/correspondence student,University/technikon/correspondence student,Paramedic,,Yes,2,,,,,,
289380.01,289380,1993,28,,,"('Diepsloot', 'Fourways', 'South Africa')",1st migration location,,,,,Setwana,2,University/technikon/correspondence student,University/technikon/correspondence student,Paramedic,,Yes,2,,,,,,
289380.02,289380,1993,28,,,,2nd migration location,,,,,Setwana,2,University/technikon/correspondence student,University/technikon/correspondence student,Paramedic,,Yes,2,,,,,,
289380.03,289380,1993,28,,,,3rd migration location,,,,,Setwana,2,University/technikon/correspondence student,University/technikon/correspondence student,Paramedic,,Yes,2,,,,,,
289380.04,289380,1993,28,,,,4th migration location,,,,,Setwana,2,University/technikon/correspondence student,University/technikon/correspondence student,Paramedic,,Yes,2,,,,,,
289380.05,289380,1993,28,0,0,"('Diepsloot', 'Johannesburg', 'South Africa')",current location,"(-25.930950199999998, 28.010590500000003)",0,0,,Setwana,2,University/technikon/correspondence student,University/technikon/correspondence student,Paramedic,,Yes,2,0,0,0,0,-25.930950199999998,28.010590500000003
289380.06,289380,1993,28,336,336,"('Diepsloot', 'Johannesburg', 'South Africa')",current location,"(-25.930950199999998, 28.010590500000003)",0.0,0.0,,Setwana,2,University/technikon/correspondence student,University/technikon/correspondence student,Paramedic,,Yes,2,0.0,0.0,0.0,0.0,-25.930950199999998,28.010590500000003
289380.07,289380,1993,28,342,6,,aspiration 2-6 months,,,,,Setwana,2,University/technikon/correspondence student,University/technikon/correspondence student,Paramedic,,Yes,2,,,,,,
289380.08,289380,1993,28,360,18,,planned move 2 yrs,,,,,Setwana,2,University/technikon/correspondence student,University/technikon/correspondence student,Paramedic,,Yes,2,,,,,,
289380.09,289380,1993,28,456,96,,planned move 10 yrs,,,,,Setwana,2,University/technikon/correspondence student,University/technikon/correspondence student,Paramedic,,Yes,2,,,,,,
289380.1,289380,1993,28,576,120,,planned move retirement,,,,,Setwana,2,University/technikon/correspondence student,University/technikon/correspondence student,Paramedic,,Yes,2,,,,,,
289382.0,289382,1986,35,,,"('Eskoweni', 'Krugersdorp', 'South Africa')",origin,,,,,Isizulu,2,Unemployed,Unemployed ,Any Joe He Doesn'T Have Preference,7001500.0,Yes,1,,,,,,
289382.01,289382,1986,35,,,"('Diepsloot', 'Fourways', 'South Africa')",1st migration location,,,,,Isizulu,2,Unemployed,Unemployed ,Any Joe He Doesn'T Have Preference,7001500.0,Yes,1,,,,,,
289382.02,289382,1986,35,,,,2nd migration location,,,,,Isizulu,2,Unemployed,Unemployed ,Any Joe He Doesn'T Have Preference,7001500.0,Yes,1,,,,,,
289382.03,289382,1986,35,,,,3rd migration location,,,,,Isizulu,2,Unemployed,Unemployed ,Any Joe He Doesn'T Have Preference,7001500.0,Yes,1,,,,,,
289382.04,289382,1986,35,,,,4th migration location,,,,,Isizulu,2,Unemployed,Unemployed ,Any Joe He Doesn'T Have Preference,7001500.0,Yes,1,,,,,,
289382.05,289382,1986,35,0,0,"('Diepsloot', 'Johannesburg', 'South Africa')",current location,"(-25.930950199999998, 28.010590500000003)",0,0,,Isizulu,2,Unemployed,Unemployed ,Any Joe He Doesn'T Have Preference,7001500.0,Yes,1,0,0,0,0,-25.930950199999998,28.010590500000003
