index,SITE_CODE,8 Identify City ,203b,203b_theme,205c,205c_theme,207b,207b_theme,210b,210b_theme,215,215_theme,217,217_theme
289539,289539,Accra ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
289540,289540,Accra ,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
289541,289541,Accra ,Family reasons (unification / escape),Kin,Divorce or death in family,Kin,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer)
289542,289542,Accra ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
289543,289543,Accra ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
289544,289544,Accra ,Access to work,Work,Place no longer available,Housing,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer)
289545,289545,Accra ,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
289546,289546,Accra ,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
289550,289550,Accra ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
289551,289551,Accra ,Education (for self or others),Education,Completion of education,Education,Family reasons (unification / escape),Kin,-1,(No Answer),-1,(No Answer),-1,(No Answer)
289552,289552,Accra ,Cost of rent (too high& somewhere else much cheaper),Housing,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
289555,289555,Accra ,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
289556,289556,Accra ,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
289557,289557,Accra ,Family reasons (unification / escape),Kin,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
289558,289558,Accra ,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
289764,289764,Accra ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
289781,289781,Accra ,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
289803,289803,Accra ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
289823,289823,Accra ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
289831,289831,Accra ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
289854,289854,Accra ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
289855,289855,Accra ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
289857,289857,Johannesburg,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
289858,289858,Johannesburg,Cost of rent (too high& somewhere else much cheaper),Housing,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
289859,289859,Johannesburg,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
289862,289862,Accra ,Family reasons (unification / escape),Kin,Access to work,Work,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer)
289864,289864,Johannesburg,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
289865,289865,Johannesburg,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
289866,289866,Johannesburg,Access to work or economic opportunities,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
289867,289867,Johannesburg,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
289868,289868,Johannesburg,Access to work,Work,Family reasons (unification / escape),Kin,Family reasons (unification / escape),Kin,-1,(No Answer),-1,(No Answer),-1,(No Answer)
289869,289869,Johannesburg,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
289870,289870,Johannesburg,Family reasons (unification / escape),Kin,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
289871,289871,Johannesburg,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
289872,289872,Johannesburg,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
289875,289875,Johannesburg,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
289876,289876,Johannesburg,Family reasons (unification / escape),Kin,Family reasons (unification / escape),Kin,Access to work,Work,Access to work,Work,-1,(No Answer),-1,(No Answer)
289877,289877,Johannesburg,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
289878,289878,Johannesburg,New business or expansion,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
289879,289879,Johannesburg,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
289880,289880,Johannesburg,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
289881,289881,Johannesburg,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
289882,289882,Johannesburg,Cost of rent (too high& somewhere else much cheaper),Housing,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
289883,289883,Johannesburg,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
289884,289884,Johannesburg,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
289886,289886,Johannesburg,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
289889,289889,Accra ,Family reasons (unification / escape),Kin,Family reasons (unification / escape),Kin,Family reasons (unification / escape),Kin,-1,(No Answer),-1,(No Answer),-1,(No Answer)
289900,289900,Accra ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
289901,289901,Accra ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
289906,289906,Accra ,Family reasons (unification / escape),Kin,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
289908,289908,Accra ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
289911,289911,Accra ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
289962,289962,Accra ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
289973,289973,Accra ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
289976,289976,Accra ,Family reasons (unification / escape),Kin,Access to work,Work,Access to work,Work,Access to work,Work,-1,(No Answer),-1,(No Answer)
289977,289977,Accra ,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
289978,289978,Accra ,Education (for self or others),Education,Completion of education,Education,Family reasons (unification / escape),Kin,-1,(No Answer),-1,(No Answer),-1,(No Answer)
289979,289979,Accra ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
289980,289980,Accra ,Family reasons (unification / escape),Kin,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
289983,289983,Accra ,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
289984,289984,Accra ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
289985,289985,Accra ,Family reasons (unification / escape),Kin,Access to work,Work,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer)
289986,289986,Accra ,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
289987,289987,Accra ,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
289988,289988,Accra ,Access to work,Work,Retirement,Restart,Family reasons (unification / escape),Kin,-1,(No Answer),-1,(No Answer),-1,(No Answer)
289989,289989,Accra ,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
289990,289990,Accra ,Family reasons (unification / escape),Kin,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
290339,290339,Accra ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
290342,290342,Accra ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
290368,290368,Accra ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
290381,290381,Accra ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
290385,290385,Accra ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
290401,290401,Accra ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
290428,290428,Accra ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
290430,290430,Accra ,Family reasons (unification / escape),Kin,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
290438,290438,Accra ,Access to work,Work,Access to work,Work,Access to work,Work,Access to work,Work,-1,(No Answer),-1,(No Answer)
290447,290447,Accra ,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
290448,290448,Accra ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
290450,290450,Accra ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
290461,290461,Johannesburg,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
290462,290462,Johannesburg,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
290463,290463,Johannesburg,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
290465,290465,Johannesburg,Needed more space,Housing,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
290466,290466,Johannesburg,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
290467,290467,Johannesburg,Family reasons (unification / escape),Kin,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
290469,290469,Johannesburg,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
290470,290470,Johannesburg,Access to work,Work,Cost of rent (too high& somewhere else much cheaper),Housing,Evicted,Housing,Access to work,Work,-1,(No Answer),-1,(No Answer)
290471,290471,Johannesburg,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
290472,290472,Johannesburg,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
290473,290473,Johannesburg,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
290474,290474,Johannesburg,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
290476,290476,Johannesburg,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
290477,290477,Johannesburg,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
290478,290478,Johannesburg,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
290487,290487,Johannesburg,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
290488,290488,Johannesburg,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
290489,290489,Johannesburg,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
290490,290490,Accra ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
290493,290493,Accra ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
290496,290496,Johannesburg,Family reasons (unification / escape),Kin,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
290497,290497,Johannesburg,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
290503,290503,Accra ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
290504,290504,Accra ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
290505,290505,Accra ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
290508,290508,Accra ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
290513,290513,Accra ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
290516,290516,Accra ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
290518,290518,Accra ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
290522,290522,Accra ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
290525,290525,Accra ,Family reasons (unification / escape),Kin,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
290531,290531,Accra ,Family reasons (unification / escape),Kin,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
290545,290545,Accra ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
290551,290551,Accra ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
290564,290564,Accra ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
290568,290568,Accra ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
290576,290576,Accra ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
290641,290641,Accra ,Access to work,Work,Access to work,Work,Access to work,Work,Access to work,Work,-1,(No Answer),-1,(No Answer)
290648,290648,Accra ,Education (for self or others),Education,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
290650,290650,Accra ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
290651,290651,Accra ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
290652,290652,Accra ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
290653,290653,Accra ,Access to education or training,Education,Access to work,Work,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer)
290656,290656,Accra ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
290664,290664,Accra ,Access to work,Work,Access to work,Work,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer)
290670,290670,Accra ,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
290671,290671,Accra ,Education (for self or others),Education,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
290677,290677,Accra ,Education (for self or others),Education,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
290678,290678,Accra ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
290679,290679,Accra ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
290680,290680,Accra ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
290682,290682,Accra ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
290683,290683,Accra ,Education (for self or others),Education,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
290686,290686,Accra ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
290687,290687,Accra ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
290689,290689,Accra ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
291025,291025,Johannesburg,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
291026,291026,Johannesburg,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
291027,291027,Johannesburg,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
291028,291028,Johannesburg,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
291044,291044,Johannesburg,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
291045,291045,Johannesburg,Family reasons (unification / escape),Kin,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
291046,291046,Johannesburg,Family reasons (unification / escape),Kin,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
291047,291047,Johannesburg,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
291048,291048,Johannesburg,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
291049,291049,Johannesburg,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
291050,291050,Johannesburg,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
291051,291051,Johannesburg,Family reasons (unification / escape),Kin,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
291052,291052,Johannesburg,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
291053,291053,Johannesburg,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
292905,292905,Johannesburg,Family reasons (unification / escape),Kin,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
292906,292906,Johannesburg,Access to work,Work,Access to work,Work,Access to work,Work,Access to work,Work,-1,(No Answer),-1,(No Answer)
292907,292907,Johannesburg,Access to work,Work,Access to work,Work,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer)
292908,292908,Johannesburg,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
292909,292909,Johannesburg,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
292910,292910,Johannesburg,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
292933,292933,Johannesburg,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
292935,292935,Johannesburg,Family reasons (unification / escape),Kin,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
292936,292936,Johannesburg,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
292937,292937,Johannesburg,Marriage or moving in with partner,Kin,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
292938,292938,Johannesburg,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
292939,292939,Johannesburg,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
292941,292941,Johannesburg,Access to work,Work,Place no longer available,Housing,Access to work,Work,Evicted,Housing,-1,(No Answer),-1,(No Answer)
292942,292942,Johannesburg,Family reasons (unification / escape),Kin,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
292943,292943,Johannesburg,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
292947,292947,Johannesburg,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
292948,292948,Johannesburg,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
292949,292949,Johannesburg,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
292961,292961,Johannesburg,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
292962,292962,Johannesburg,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
292963,292963,Johannesburg,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
292964,292964,Johannesburg,Needed more space,Housing,Family reasons (unification / escape),Kin,Family reasons (unification / escape),Kin,-1,(No Answer),-1,(No Answer),-1,(No Answer)
292965,292965,Johannesburg,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
292966,292966,Johannesburg,Family reasons (unification / escape),Kin,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
293511,293511,Johannesburg,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
293512,293512,Johannesburg,Family reasons (unification / escape),Kin,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
293513,293513,Johannesburg,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
293541,293541,Johannesburg,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
293542,293542,Johannesburg,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
293543,293543,Johannesburg,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
293545,293545,Johannesburg,Access to work,Work,Access to work,Work,Access to work,Work,Access to work,Work,Access to work,Work,Job change or loss,Work
293546,293546,Johannesburg,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
293547,293547,Johannesburg,Education (for self or others),Education,Education (for self or others),Education,Education (for self or others),Education,-1,(No Answer),-1,(No Answer),-1,(No Answer)
293570,293570,Johannesburg,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
293571,293571,Johannesburg,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
293572,293572,Johannesburg,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
293578,293578,Johannesburg,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
293579,293579,Johannesburg,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
293580,293580,Johannesburg,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
293581,293581,Johannesburg,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
293582,293582,Johannesburg,Access to work,Work,Needed more space,Housing,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer)
293584,293584,Johannesburg,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
293585,293585,Johannesburg,Family reasons (unification / escape),Kin,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
293591,293591,Johannesburg,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
293592,293592,Johannesburg,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
293593,293593,Johannesburg,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
293600,293600,Johannesburg,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
293601,293601,Johannesburg,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
293602,293602,Johannesburg,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
294012,294012,Johannesburg,Education (for self or others),Education,Family reasons (unification / escape),Kin,Family reasons (unification / escape),Kin,Family reasons (unification / escape),Kin,Access to work,Work,Job change or loss,Work
294150,294150,Johannesburg,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
294151,294151,Johannesburg,Family reasons (unification / escape),Kin,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
294152,294152,Johannesburg,Family reasons (unification / escape),Kin,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
294153,294153,Johannesburg,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
