index,203b_theme,205c_theme,207b_theme,210b_theme,215_theme,217_theme,count
288078,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
288079,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
288080,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
288082,Education,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
288083,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
288084,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
288086,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
288088,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
288091,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
288092,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
288093,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
288094,Work,Housing,Work,Housing,(No Answer),(No Answer),1
288096,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
288097,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
288098,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
288099,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
288114,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
288120,Kin,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
288122,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
288126,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
288129,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
288139,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
288141,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
288151,Work,Housing,Work,Work,(No Answer),(No Answer),1
288152,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
288154,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
288155,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
288157,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
288163,Work,Work,Work,Work,(No Answer),(No Answer),1
288166,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
288190,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
288193,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
288199,Kin,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
288200,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
288201,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
288205,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
288235,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
288241,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
288250,Work,Work,Work,(No Answer),(No Answer),(No Answer),1
288253,Kin,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
288255,Kin,Kin,Kin,Kin,Kin,Kin,1
288257,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
288258,Work,Work,Work,(No Answer),(No Answer),(No Answer),1
288259,Safety,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
288260,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
288519,Work,Housing,Work,(No Answer),(No Answer),(No Answer),1
288536,Work,Work,Work,(No Answer),(No Answer),(No Answer),1
288540,Work,Work,Work,(No Answer),(No Answer),(No Answer),1
288542,Kin,Work,Work,(No Answer),(No Answer),(No Answer),1
288547,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
288562,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
288573,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
288576,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
288577,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
288582,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
288586,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
288590,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
288592,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
288596,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
288604,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
288605,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
288609,Kin,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
288614,Kin,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
288622,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
288626,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
288627,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
288628,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
288665,Kin,Kin,Kin,(No Answer),(No Answer),(No Answer),1
288671,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
288672,Education,Education,Education,(No Answer),(No Answer),(No Answer),1
288674,Kin,Work,Work,(No Answer),(No Answer),(No Answer),1
288676,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
288692,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
288693,Education,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
288694,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
288697,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
288698,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
288699,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
288700,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
288702,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
288711,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
288712,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
288713,Education,Education,Kin,(No Answer),(No Answer),(No Answer),1
288714,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
288723,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
288988,Work,Work,Work,(No Answer),(No Answer),(No Answer),1
289013,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289015,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289058,Work,Work,Work,(No Answer),(No Answer),(No Answer),1
289075,Work,Kin,Work,(No Answer),(No Answer),(No Answer),1
289078,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289080,Housing,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289083,Housing,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289084,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289086,Work,Work,Work,Work,(No Answer),(No Answer),1
289087,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289088,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289095,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289096,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289097,Work,Work,Work,(No Answer),(No Answer),(No Answer),1
289098,Work,Work,Work,Housing,(No Answer),(No Answer),1
289099,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289100,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289101,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289102,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289103,Education,Work,Work,(No Answer),(No Answer),(No Answer),1
289104,Work,Work,Work,(No Answer),(No Answer),(No Answer),1
289105,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289106,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289107,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289108,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289109,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289110,Education,Work,Work,Work,(No Answer),(No Answer),1
289111,Kin,Work,Work,(No Answer),(No Answer),(No Answer),1
289112,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289113,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289114,Education,Education,Work,Work,(No Answer),(No Answer),1
289115,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289116,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289117,Kin,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289330,Work,Work,Work,Work,Work,Remain,1
289361,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289365,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289366,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289367,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289368,Kin,Work,Work,(No Answer),(No Answer),(No Answer),1
289379,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289380,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289381,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289382,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289390,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289393,Work,Work,Work,(No Answer),(No Answer),(No Answer),1
289399,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289400,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289401,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289402,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289403,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289404,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289405,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289408,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289409,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289413,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289414,Housing,Restart,Work,Work,(No Answer),(No Answer),1
289415,Work,Work,Work,Work,(No Answer),(No Answer),1
289416,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289417,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289418,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289419,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289424,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289425,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289428,Education,Education,Education,(No Answer),(No Answer),(No Answer),1
289432,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289447,Kin,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289449,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289455,Work,Kin,Work,(No Answer),(No Answer),(No Answer),1
289456,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289460,Education,Education,Education,Work,Work,(No Answer),1
289461,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289467,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289481,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289484,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289489,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289516,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289517,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289525,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289526,Kin,Work,Work,(No Answer),(No Answer),(No Answer),1
289537,Kin,Kin,Kin,(No Answer),(No Answer),(No Answer),1
289538,Kin,Kin,Kin,(No Answer),(No Answer),(No Answer),1
289539,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289540,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289541,Kin,Kin,Work,(No Answer),(No Answer),(No Answer),1
289542,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289543,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289544,Work,Housing,Work,(No Answer),(No Answer),(No Answer),1
289545,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289546,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289550,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289551,Education,Education,Kin,(No Answer),(No Answer),(No Answer),1
289552,Housing,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289555,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289556,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289557,Kin,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289558,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289764,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289781,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289803,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289823,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289831,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289854,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289855,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289857,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289858,Housing,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289859,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289862,Kin,Work,Work,(No Answer),(No Answer),(No Answer),1
289864,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289865,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289866,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289867,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289868,Work,Kin,Kin,(No Answer),(No Answer),(No Answer),1
289869,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289870,Kin,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289871,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289872,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289875,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289876,Kin,Kin,Work,Work,(No Answer),(No Answer),1
289877,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289878,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289879,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289880,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289881,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289882,Housing,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289883,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289884,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289886,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289889,Kin,Kin,Kin,(No Answer),(No Answer),(No Answer),1
289900,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289901,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289906,Kin,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289908,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289911,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289962,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289973,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289976,Kin,Work,Work,Work,(No Answer),(No Answer),1
289977,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289978,Education,Education,Kin,(No Answer),(No Answer),(No Answer),1
289979,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289980,Kin,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289983,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289984,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289985,Kin,Work,Work,(No Answer),(No Answer),(No Answer),1
289986,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289987,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289988,Work,Restart,Kin,(No Answer),(No Answer),(No Answer),1
289989,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
289990,Kin,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
290339,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
290342,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
290368,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
290381,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
290385,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
290401,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
290428,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
290430,Kin,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
290438,Work,Work,Work,Work,(No Answer),(No Answer),1
290447,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
290448,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
290450,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
290461,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
290462,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
290463,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
290465,Housing,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
290466,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
290467,Kin,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
290469,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
290470,Work,Housing,Housing,Work,(No Answer),(No Answer),1
290471,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
290472,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
290473,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
290474,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
290476,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
290477,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
290478,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
290487,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
290488,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
290489,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
290490,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
290493,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
290496,Kin,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
290497,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
290503,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
290504,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
290505,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
290508,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
290513,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
290516,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
290518,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
290522,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
290525,Kin,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
290531,Kin,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
290545,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
290551,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
290564,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
290568,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
290576,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
290641,Work,Work,Work,Work,(No Answer),(No Answer),1
290648,Education,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
290650,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
290651,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
290652,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
290653,Education,Work,Work,(No Answer),(No Answer),(No Answer),1
290656,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
290664,Work,Work,Work,(No Answer),(No Answer),(No Answer),1
290670,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
290671,Education,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
290677,Education,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
290678,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
290679,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
290680,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
290682,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
290683,Education,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
290686,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
290687,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
290689,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
291025,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
291026,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
291027,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
291028,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
291044,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
291045,Kin,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
291046,Kin,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
291047,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
291048,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
291049,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
291050,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
291051,Kin,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
291052,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
291053,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
292905,Kin,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
292906,Work,Work,Work,Work,(No Answer),(No Answer),1
292907,Work,Work,Work,(No Answer),(No Answer),(No Answer),1
292908,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
292909,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
292910,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
292933,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
292935,Kin,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
292936,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
292937,Kin,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
292938,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
292939,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
292941,Work,Housing,Work,Housing,(No Answer),(No Answer),1
292942,Kin,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
292943,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
292947,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
292948,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
292949,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
292961,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
292962,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
292963,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
292964,Housing,Kin,Kin,(No Answer),(No Answer),(No Answer),1
292965,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
292966,Kin,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
293511,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
293512,Kin,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
293513,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
293541,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
293542,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
293543,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
293545,Work,Work,Work,Work,Work,Work,1
293546,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
293547,Education,Education,Education,(No Answer),(No Answer),(No Answer),1
293570,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
293571,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
293572,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
293578,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
293579,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
293580,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
293581,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
293582,Work,Housing,Work,(No Answer),(No Answer),(No Answer),1
293584,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
293585,Kin,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
293591,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
293592,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
