,ID,ID_ordered,location,dist,azimuth,lat_x,lon_x,location_type,max_dist_moves,grouping,location_l,location_near,location_country,city_8,neighborhood_9,orig_country_103,gender_4,employment_status_303,number_moves_200,work_kind_307,migrant_status_3,ethnic_group_106,mother_tongue_115,refugee_214,send_money_310,financial_support_320,retireOrigindist,retireOriginaz,geometry,lat_y,lon_y,in_thm,move_count_in,In_No_Answer,In_Education,In_Housing,In_Kin,In_Restart,In_Safety,In_Work,out_thm,move_count_out,Out_No_Answer,Out_Education,Out_Housing,Out_Kin,Out_Remain,Out_Restart,Out_Safety,Out_Work
1012,289114,289114.03,"('High Level', 'Ibadan', 'Nigeria')",487.2688464919524,0.3960856810929913,3.8972497,7.3777462,211,789.6367688305071,moves200,High Level,Ibadan,Nigeria,Accra,Madina,Nigeria ,Male,Self-employed (run small business/income generation project),4,Self-employed (run small business/income generation project),No,Igbo,Igbo ,No,Yes,No,173.63008235722066,0.0291206902342771,,,,,,,,,,,,,,,,,,,,,,
1013,289115,289115.01,"('Madina', 'Accra', 'Ghana')",0.01,0.0,-0.1677052,5.6864962,202,160.7659622863131,moves200,Madina,Accra,Ghana,Accra,Madina,Togo,Male,Doing casual jobs,2,Doing casual jobs,No,Hausa,Hausa,No,No,No,,,POINT (-0.1677052000349022 5.686496199640033),5.6864962,-0.1677052,Work,66.0,0.0,5.0,0.0,21.0,2.0,1.0,66.0,(No Answer),88.0,88.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
1016,289117,289117.03,"('Madina', 'Accra', 'Ghana')",0.01,0.0,-0.1677052,5.6864962,202,1645.3970761877606,moves200,Madina,Accra,Ghana,Accra,Madina,Niger,Female,Unemployed ,3,Unemployed,Yes,Hausa Hau,Hausa,No,No,No,,,POINT (-0.1677052000349022 5.686496199640033),5.6864962,-0.1677052,Work,66.0,0.0,5.0,0.0,21.0,2.0,1.0,66.0,(No Answer),88.0,88.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
1020,289330,289330.04,"('Old Fadama', 'Accra', 'Ghana')",0.01,0.0,-0.2225215999999999,5.5488671,214,586.9978464999019,moves200,Old Fadama,Accra,Ghana,Accra,Old Fadama,Ghana,Male,Self-employed (run small business/income generation project),5,Self-employed (run small business/income generation project),Yes,Sissala,Sissali,No,Yes,No,563.1586496134096,4.754811023264061,POINT (-0.2225216000917385 5.548867100436439),5.5488671,-0.2225215999999999,Work,64.0,0.0,0.0,0.0,4.0,0.0,0.0,64.0,(No Answer),63.0,63.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
1021,289361,289361.01,"('Old Fadama', 'Accra', 'Ghana')",0.01,0.0,-0.2225215999999999,5.5488671,202,586.9978464999019,moves200,Old Fadama,Accra,Ghana,Accra,Old Fadama,Ghana,Female,Casual employment/temporary worker,2,Casual employment/temporary worker,Yes,Dangomba,Dagbani,No,Yes,No,570.5217000774928,0.4953069492746853,POINT (-0.2225216000917385 5.548867100436439),5.5488671,-0.2225215999999999,Work,64.0,0.0,0.0,0.0,4.0,0.0,0.0,64.0,(No Answer),63.0,63.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
1022,289367,289367.01,"('Diepsloot', ' Fourways', 'South Africa')",0.01,3.141592653589793,28.010590500000003,-25.9309502,202,26.774383133813696,moves200,Diepsloot, Fourways,South Africa,Johannesburg,Diepsloot,South Africa,Male,Unemployed ,2,Unemployed,Yes,Tsonga,Tsonga,No,Yes,No,81.37584285469563,0.2275155202131814,POINT (28.01059049995166 -25.93095019999168),-25.9309502,28.010590500000003,Work,17.0,0.0,2.0,1.0,5.0,0.0,0.0,17.0,(No Answer),24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1024,289368,289368.02,"('Diepsloot', ' Fourways', 'South Africa')",0.01,3.141592653589793,28.010590500000003,-25.9309502,206,570.003710098564,moves200,Diepsloot, Fourways,South Africa,Johannesburg,Diepsloot,Zimbabwe,Male,Self-employed (run small business/income generation project),3,Self-employed (run small business/income generation project),No,Ndebele,Ndebele,No,Yes,No,1.4760553979664337,0.0115506328690753,POINT (28.01059049995166 -25.93095019999168),-25.9309502,28.010590500000003,Work,17.0,0.0,2.0,1.0,5.0,0.0,0.0,17.0,(No Answer),24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1025,289379,289379.01,"('Madina', 'Accra', 'Ghana')",0.01,0.0,-0.1677052,5.6864962,202,403.03251865193226,moves200,Madina,Accra,Ghana,Accra,Madina,Nigeria ,Female,Self-employed (run small business/income generation project),2,Self-employed (run small business/income generation project),No,Igbo,Igbo ,No,No,No,440.8969372048618,0.0996642564893787,POINT (-0.1677052000349022 5.686496199640033),5.6864962,-0.1677052,Work,66.0,0.0,5.0,0.0,21.0,2.0,1.0,66.0,(No Answer),88.0,88.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
1027,289393,289393.02,"('Old Fadama', 'Accra', 'Ghana')",0.01,0.0,-0.2225215999999999,5.5488671,206,434.7022239878956,moves200,Old Fadama,Accra,Ghana,Accra,Old Fadama,Ghana,Female,Doing casual jobs,3,Doing casual jobs,Yes,Dangomba,Dagbani,No,No,No,432.2457871414463,0.8088621910525627,POINT (-0.2225216000917385 5.548867100436439),5.5488671,-0.2225215999999999,Work,64.0,0.0,0.0,0.0,4.0,0.0,0.0,64.0,(No Answer),63.0,63.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
1028,289400,289400.01,"('Diepsloot', 'Johannesburg', 'South Africa')",0.01,3.141592653589793,28.010590500000003,-25.9309502,202,606.4429417908494,moves200,Diepsloot,Johannesburg,South Africa,Johannesburg,Diepsloot,South Africa,Female,Unemployed ,1,Unemployed,Yes,Xhosa,Xhosa,No,No,Yes,0.0,0.0,POINT (28.01059049995166 -25.93095019999168),-25.9309502,28.010590500000003,Work,17.0,0.0,0.0,2.0,5.0,0.0,0.0,17.0,(No Answer),24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1029,289403,289403.01,"('Diepsloot', 'Johannesburg', 'South Africa')",0.01,3.141592653589793,28.010590500000003,-25.9309502,202,264.95451005370325,moves200,Diepsloot,Johannesburg,South Africa,Johannesburg,Diepsloot,Botswana,Female,Working full-time (formal/informal sector),4,Working full-time (formal/informal sector),Yes,Tswana,Tswana,No,Yes,No,,,POINT (28.01059049995166 -25.93095019999168),-25.9309502,28.010590500000003,Work,17.0,0.0,0.0,2.0,5.0,0.0,0.0,17.0,(No Answer),24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1030,289409,289409.01,"('Diepsloot', 'Johannesburg', 'South Africa')",0.01,3.141592653589793,28.010590500000003,-25.9309502,202,369.2772484234719,moves200,Diepsloot,Johannesburg,South Africa,Johannesburg,Diepsloot,South Africa,Female,Housewife/homemaker,1,Housewife/homemaker,Yes,Zulu,Isizulu,No,No,No,,,POINT (28.01059049995166 -25.93095019999168),-25.9309502,28.010590500000003,Work,17.0,0.0,0.0,2.0,5.0,0.0,0.0,17.0,(No Answer),24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1031,289413,289413.01,"('Diepsloot', ' Fourways', 'South Africa')",0.01,3.141592653589793,28.010590500000003,-25.9309502,202,570.003710098564,moves200,Diepsloot, Fourways,South Africa,Johannesburg,Diepsloot,Zimbabwe,Female,Working part-time (formal/informal sector),2,Working part-time (formal/informal sector),No,Ndebele,Ndebele,No,Yes,No,0.0,0.0,POINT (28.01059049995166 -25.93095019999168),-25.9309502,28.010590500000003,Work,17.0,0.0,2.0,1.0,5.0,0.0,0.0,17.0,(No Answer),24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1034,289414,289414.03,"('Diepsloot', ' Fourways', 'South Africa')",0.01,3.141592653589793,28.010590500000003,-25.9309502,211,505.6724177214026,moves200,Diepsloot, Fourways,South Africa,Johannesburg,Diepsloot,South Africa,Male,Self-employed (run small business/income generation project),4,Self-employed (run small business/income generation project),Yes,Sotho,Sesotho,No,Yes,No,0.0,0.0,POINT (28.01059049995166 -25.93095019999168),-25.9309502,28.010590500000003,Work,17.0,0.0,2.0,1.0,5.0,0.0,0.0,17.0,(No Answer),24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1037,289415,289415.03,"('Diepsloot', ' Fourways', 'South Africa')",0.01,3.141592653589793,28.010590500000003,-25.9309502,211,832.2645250660673,moves200,Diepsloot, Fourways,South Africa,Johannesburg,Diepsloot,South Africa,Male,Unemployed ,4,Unemployed,Yes,Pedi,Sepedi,No,No,No,,,POINT (28.01059049995166 -25.93095019999168),-25.9309502,28.010590500000003,Work,17.0,0.0,2.0,1.0,5.0,0.0,0.0,17.0,(No Answer),24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1039,289428,289428.02,"('Yobe', 'Nasarawa', 'Nigeria')",1474.264314748689,0.5002097210856011,11.5065937,12.1233242,206,1474.264314748689,moves200,Yobe,Nasarawa,Nigeria,Accra,Madina,Nigeria ,Female,Self-employed (run small business/income generation project),3,Self-employed (run small business/income generation project),No,Igbo,Igbo ,No,Yes,Yes,0.0,0.0,POINT (11.50659370023925 12.12332419985199),12.1233242,11.5065937,Education,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,(No Answer),1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1040,289447,289447.01,"('Kukuo Yipalsi', 'Tamale', 'Ghana')",434.7022239878956,1.7293862176783077,-0.8423985999999999,9.4051992,202,434.7022239878956,moves200,Kukuo Yipalsi,Tamale,Ghana,Accra,Old Fadama,Ghana,Female,Other,2,Other (specify),Yes,Dagomba,Dagbani ,No,No,Yes,416.6993089275533,0.7119935326135169,POINT (-0.8423986000152581 9.405199200382924),9.4051992,-0.8423985999999999,Kin,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,(No Answer),1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1042,289455,289455.02,"('Madina', 'Accra', 'Ghana')",0.01,0.0,-0.1677052,5.6864962,206,169.45726363337528,moves200,Madina,Accra,Ghana,Accra,Madina,Togo,Female,Self-employed (run small business/income generation project),3,Self-employed (run small business/income generation project),Yes,Kotokoli,Kotokoli ,No,Yes,No,,,POINT (-0.1677052000349022 5.686496199640033),5.6864962,-0.1677052,Work,66.0,0.0,5.0,0.0,21.0,2.0,1.0,66.0,(No Answer),88.0,88.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
1047,289460,289460.05,"('Old Fadama', 'Accra', 'Ghana')",0.01,0.0,-0.2225215999999999,5.5488671,214,93.95234832173828,moves200,Old Fadama,Accra,Ghana,Accra,Old Fadama,Ghana,Male,Self-employed (run small business/income generation project),6,Self-employed (run small business/income generation project),No,Akwapem,Twi,No,Yes,No,70.11315143524594,5.751195433520134,POINT (-0.2225216000917385 5.548867100436439),5.5488671,-0.2225215999999999,Work,64.0,0.0,0.0,0.0,4.0,0.0,0.0,64.0,(No Answer),63.0,63.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
1050,289516,289516.03,"('Madina', 'Accra', 'Ghana')",0.01,0.0,-0.1677052,5.6864962,202,196.46028988401585,moves200,Madina,Accra,Ghana,Accra,Madina,Ghana,Male,Working part-time (formal/informal sector),4,Voluntary worker (receive no money),Yes,Wassa,Wassa,No,No,No,172.91273107002368,3.879678085621184,POINT (-0.1677052000349022 5.686496199640033),5.6864962,-0.1677052,Work,66.0,0.0,5.0,0.0,21.0,2.0,1.0,66.0,(No Answer),88.0,88.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
1052,289526,289526.02,"('Madina', 'Accra', 'Ghana')",0.01,0.0,-0.1677052,5.6864962,206,648.4304244505322,moves200,Madina,Accra,Ghana,Accra,Madina,Burkina Faso,Female,Self-employed (run small business/income generation project),3,Self-employed (run small business/income generation project),No,Busanga,Busanga ,No,No,No,0.0,0.0,POINT (-0.1677052000349022 5.686496199640033),5.6864962,-0.1677052,Work,66.0,0.0,5.0,0.0,21.0,2.0,1.0,66.0,(No Answer),88.0,88.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
1054,289537,289537.02,"('Adabraka', 'Accra', 'Ghana')",14.126637134028163,-1.9005385460416064,-0.2090724,5.566430400000001,206,14.126637134028163,moves200,Adabraka,Accra,Ghana,Accra,Madina,Ghana ,Male,Self-employed (run small business/income generation project),3,Self-employed (run small business/income generation project),Yes,Ewe,Ewe,No,No,No,191.4581177903497,4.631135525961001,POINT (-0.2090723998712747 5.566430400442755),5.566430400000001,-0.2090724,Work,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,(No Answer),3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1056,289538,289538.02,"('Madina', 'Accra', 'Ghana')",0.01,0.0,-0.1677052,5.6864962,206,8518.960578134205,moves200,Madina,Accra,Ghana,Accra,Madina,Benin,Female,Self-employed (run small business/income generation project),3,Self-employed (run small business/income generation project),No,Fon,Fon,No,Yes,No,,,POINT (-0.1677052000349022 5.686496199640033),5.6864962,-0.1677052,Work,66.0,0.0,5.0,0.0,21.0,2.0,1.0,66.0,(No Answer),88.0,88.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
1057,289540,289540.01,"('Lagos', 'Lagos', 'Nigeria')",412.4315844660987,0.2468235108833088,3.3941795,6.4550575,202,412.4315844660987,moves200,Lagos,Lagos,Nigeria,Accra,Old Fadama,Nigeria,Male,Self-employed (run small business/income generation project),2,Self-employed (run small business/income generation project),No,Igbo,Igbo,No,No,Yes,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
1059,289541,289541.02,"('James Town', 'Accra', 'Ghana')",0.01,0.0,-0.2103637,5.535796599999999,206,620.6870038650464,moves200,James Town,Accra,Ghana,Accra,James Town,Nigeria,Female,Self-employed (run small business/income generation project),3,Self-employed (run small business/income generation project),Yes,Yoruba,Yoruba,No,No,No,,,POINT (-0.2103636995249758 5.535796600233027),5.535796599999999,-0.2103637,Work,12.0,0.0,2.0,2.0,3.0,0.0,0.0,12.0,(No Answer),19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1061,289544,289544.02,"('Old Fadama', 'Accra', 'Ghana')",0.01,0.0,-0.2225215999999999,5.5488671,206,412.377251697034,moves200,Old Fadama,Accra,Ghana,Accra,Old Fadama,Nigeria ,Female,Self-employed (run small business/income generation project),3,Self-employed (run small business/income generation project),No,Yuroba,Yuroba ,No,No,No,0.0,0.0,POINT (-0.2225216000917385 5.548867100436439),5.5488671,-0.2225215999999999,Work,64.0,0.0,0.0,0.0,4.0,0.0,0.0,64.0,(No Answer),63.0,63.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
1062,289545,289545.01,"('Old Fadama', 'Tamale', 'Ghana')",0.01,0.0,-0.2225215999999999,5.5488671,202,434.57316639042193,moves200,Old Fadama,Tamale,Ghana,Accra,Old Fadama,Ghana,Male,Self-employed (run small business/income generation project),2,Self-employed (run small business/income generation project),Yes,Dagomba,Dagomba ,No,Yes,No,0.0,0.0,POINT (-0.2225216000917385 5.548867100436439),5.5488671,-0.2225215999999999,Work,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,(No Answer),1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1063,289546,289546.01,"('Madina', 'Accra', 'Ghana')",0.01,0.0,-0.1677052,5.6864962,202,14.8727744293017,moves200,Madina,Accra,Ghana,Accra,Madina,Ghana,Female,Working full-time (formal/informal sector),2,Working full-time (formal/informal sector),Yes,Ewe,Ewe,No,Yes,No,8.67478438469045,3.030563605740168,POINT (-0.1677052000349022 5.686496199640033),5.6864962,-0.1677052,Work,66.0,0.0,5.0,0.0,21.0,2.0,1.0,66.0,(No Answer),88.0,88.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
1065,289551,289551.02,"('Madina', 'Accra', 'Ghana')",0.01,0.0,-0.1677052,5.6864962,206,14.679217130709231,moves200,Madina,Accra,Ghana,Accra,Madina,Ghana,Male,Self-employed (run small business/income generation project),1,Self-employed (run small business/income generation project),Yes,Akan,Akuapim Twi,No,Yes,Yes,199.4863790409712,2.310005139304057,POINT (-0.1677052000349022 5.686496199640033),5.6864962,-0.1677052,Work,66.0,0.0,5.0,0.0,21.0,2.0,1.0,66.0,(No Answer),88.0,88.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
1067,289552,289552.02,"('James Town', 'Accra', 'Ghana')",0.01,0.0,-0.2103637,5.535796599999999,202,3.3072338423847025,moves200,James Town,Accra,Ghana,Accra,James Town,Nigeria,Female,Doing casual jobs,3,Doing casual jobs,No,Yoruba,Yoruba,No,No,No,,,POINT (-0.2103636995249758 5.535796600233027),5.535796599999999,-0.2103637,Work,12.0,0.0,2.0,2.0,3.0,0.0,0.0,12.0,(No Answer),19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1068,289555,289555.01,"('Madina', 'Accra', 'Ghana')",0.01,0.0,-0.1677052,5.6864962,202,160.7659622863131,moves200,Madina,Accra,Ghana,Accra,Madina,Togo,Male,Voluntary worker (receive no money),-3,Voluntary worker (receive no money),Yes,Kotokoli,Kotokoli,No,No,No,,,POINT (-0.1677052000349022 5.686496199640033),5.6864962,-0.1677052,Work,66.0,0.0,5.0,0.0,21.0,2.0,1.0,66.0,(No Answer),88.0,88.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
1069,289556,289556.01,"('James Town', 'Accra', 'Ghana')",0.01,0.0,-0.2103637,5.535796599999999,202,1369.5952776398517,moves200,James Town,Accra,Ghana,Accra,James Town,Niger,Male,Working full-time (formal/informal sector),2,Voluntary worker (receive no money),No,Hausa,Hausa,No,Yes,No,0.0,0.0,POINT (-0.2103636995249758 5.535796600233027),5.535796599999999,-0.2103637,Work,12.0,0.0,2.0,2.0,3.0,0.0,0.0,12.0,(No Answer),19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1070,289557,289557.01,"('Madina', 'Accra', 'Ghana')",0.01,0.0,-0.1677052,5.6864962,202,202.8883653441424,moves200,Madina,Accra,Ghana,Accra,Madina,Ghana,Male,Self-employed (run small business/income generation project),1,Self-employed (run small business/income generation project),Yes,Sefwi,Sefwi,No,No,No,,,POINT (-0.1677052000349022 5.686496199640033),5.6864962,-0.1677052,Work,66.0,0.0,5.0,0.0,21.0,2.0,1.0,66.0,(No Answer),88.0,88.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
1071,289558,289558.01,"('James Town', 'Accra', 'Ghana')",0.01,0.0,-0.2103637,5.535796599999999,202,925.426433739452,moves200,James Town,Accra,Ghana,Accra,James Town,Niger,Female,Working full-time (formal/informal sector),2,Working full-time (formal/informal sector),No,Hausa,Hausa,No,Yes,No,4005.302712820224,0.0755286758154885,POINT (-0.2103636995249758 5.535796600233027),5.535796599999999,-0.2103637,Work,12.0,0.0,2.0,2.0,3.0,0.0,0.0,12.0,(No Answer),19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1072,289781,289781.01,"('James Town', 'Accra', 'Ghana')",0.01,0.0,-0.2103637,5.535796599999999,202,855.7705877219298,moves200,James Town,Accra,Ghana,Accra,James Town,Nigeria,Female,Self-employed (run small business/income generation project),2,Self-employed (run small business/income generation project),Yes,Igbo,Igbo,No,No,No,9104.547786626816,2.749761610251518,POINT (-0.2103636995249758 5.535796600233027),5.535796599999999,-0.2103637,Work,12.0,0.0,2.0,2.0,3.0,0.0,0.0,12.0,(No Answer),19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1073,289858,289858.01,"('Diepsloot', 'Randburg', 'South Africa')",0.01,3.141592653589793,28.010590500000003,-25.9309502,202,840.9299110342554,moves200,Diepsloot,Randburg,South Africa,Johannesburg,Diepsloot,South Africa,Female,Working full-time (formal/informal sector),2,Working full-time (formal/informal sector),Yes,Xhosa,Xhosa,No,Yes,No,13.860718408852676,0.0104492205402293,POINT (28.01059049995166 -25.93095019999168),-25.9309502,28.010590500000003,Work,13.0,0.0,0.0,2.0,7.0,0.0,0.0,13.0,(No Answer),21.0,21.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1074,289859,289859.01,"('Diepsloot', 'Randburg', 'South Africa')",0.01,3.141592653589793,28.010590500000003,-25.9309502,202,6058.371482370383,moves200,Diepsloot,Randburg,South Africa,Johannesburg,Diepsloot,Pakistan,Male,Working full-time (formal/informal sector),2,Working full-time (formal/informal sector),No,Punjabi,Punjabi,No,Yes,No,0.0,0.0,POINT (28.01059049995166 -25.93095019999168),-25.9309502,28.010590500000003,Work,13.0,0.0,0.0,2.0,7.0,0.0,0.0,13.0,(No Answer),21.0,21.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1076,289862,289862.02,"('Old Fadama', 'Accra', 'Ghana')",0.01,0.0,-0.2225215999999999,5.5488671,206,346.6277788261947,moves200,Old Fadama,Accra,Ghana,Accra,Old Fadama,Ghana,Male,Self-employed (run small business/income generation project),3,Self-employed (run small business/income generation project),Yes,Dagomba,Dagomba ,No,Yes,No,37.23247255398195,0.0945700908455022,POINT (-0.2225216000917385 5.548867100436439),5.5488671,-0.2225215999999999,Work,64.0,0.0,0.0,0.0,4.0,0.0,0.0,64.0,(No Answer),63.0,63.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
1077,289865,289865.01,"('Diepsloot', 'Johannesburg', 'South Africa')",0.01,3.141592653589793,28.010590500000003,-25.9309502,202,3642.2565928277622,moves200,Diepsloot,Johannesburg,South Africa,Johannesburg,Diepsloot,Ethiopia,Male,Self-employed (run small business/income generation project),0,Self-employed (run small business/income generation project),No,Amharic,Amaharic,No,Yes,No,0.0,0.0,POINT (28.01059049995166 -25.93095019999168),-25.9309502,28.010590500000003,Work,17.0,0.0,0.0,2.0,5.0,0.0,0.0,17.0,(No Answer),24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1078,289866,289866.01,"('Diepsloot', ' Fourways', 'South Africa')",0.01,3.141592653589793,28.010590500000003,-25.9309502,202,711.3962345357664,moves200,Diepsloot, Fourways,South Africa,Johannesburg,Diepsloot,Zimbabwe,Female,Self-employed (run small business/income generation project),2,Self-employed (run small business/income generation project),No,Shona,Shona,No,Yes,No,,,POINT (28.01059049995166 -25.93095019999168),-25.9309502,28.010590500000003,Work,17.0,0.0,2.0,1.0,5.0,0.0,0.0,17.0,(No Answer),24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1080,289868,289868.02,"('Diepsloot', ' Fourways', 'South Africa')",0.01,3.141592653589793,28.010590500000003,-25.9309502,206,338.3264475438374,moves200,Diepsloot, Fourways,South Africa,Johannesburg,Diepsloot,Lesotho,Male,Unemployed ,3,Unemployed,No,Sesotho,Sesotho,No,No,Yes,0.0,0.0,POINT (28.01059049995166 -25.93095019999168),-25.9309502,28.010590500000003,Work,17.0,0.0,2.0,1.0,5.0,0.0,0.0,17.0,(No Answer),24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1081,289870,289870.01,"('Diepsloot', 'Johannesburg', 'South Africa')",0.01,3.141592653589793,28.010590500000003,-25.9309502,202,46.149091027517976,moves200,Diepsloot,Johannesburg,South Africa,Johannesburg,Diepsloot,South Africa,Female,Unemployed ,0,Unemployed,Yes,Xhosa,Ndebele,No,No,No,,,POINT (28.01059049995166 -25.93095019999168),-25.9309502,28.010590500000003,Work,17.0,0.0,0.0,2.0,5.0,0.0,0.0,17.0,(No Answer),24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1082,289872,289872.01,"('Diepsloot', 'Cosmo', 'South Africa')",0.01,3.141592653589793,28.010590500000003,-25.9309502,202,0.0,moves200,Diepsloot,Cosmo,South Africa,Johannesburg,Diepsloot,Ethiopia,Male,Working full-time (formal/informal sector),0,Working full-time (formal/informal sector),No,Ethiopians,Amarinya,No,Yes,No,,,POINT (28.01059049995166 -25.93095019999168),-25.9309502,28.010590500000003,Work,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,(No Answer),1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1083,289875,289875.01,"('Diepsloot', ' Fourways', 'South Africa')",0.01,3.141592653589793,28.010590500000003,-25.9309502,202,511.8744395228588,moves200,Diepsloot, Fourways,South Africa,Johannesburg,Diepsloot,South Africa,Male,Unemployed ,2,Unemployed,Yes,Xhosa,Xhosa,No,No,Yes,0.0,0.0,POINT (28.01059049995166 -25.93095019999168),-25.9309502,28.010590500000003,Work,17.0,0.0,2.0,1.0,5.0,0.0,0.0,17.0,(No Answer),24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1086,289876,289876.03,"('Diepsloot', ' Fourways', 'South Africa')",0.01,3.141592653589793,28.010590500000003,-25.9309502,211,411.7340018552435,moves200,Diepsloot, Fourways,South Africa,Johannesburg,Diepsloot,South Africa,Female,Self-employed (run small business/income generation project),4,Self-employed (run small business/income generation project),Yes,Tsonga,Xitsonga,No,Yes,No,36.52253278389367,0.0257696906773698,POINT (28.01059049995166 -25.93095019999168),-25.9309502,28.010590500000003,Work,17.0,0.0,2.0,1.0,5.0,0.0,0.0,17.0,(No Answer),24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1087,289877,289877.01,"('Diepsloot', ' Fourways', 'South Africa')",0.01,3.141592653589793,28.010590500000003,-25.9309502,202,0.0,moves200,Diepsloot, Fourways,South Africa,Johannesburg,Diepsloot,Zimbabwe,Male,Casual employment/temporary worker,2,Casual employment/temporary worker,No,Ndebele,Ndebele,No,Yes,No,,,POINT (28.01059049995166 -25.93095019999168),-25.9309502,28.010590500000003,Work,17.0,0.0,2.0,1.0,5.0,0.0,0.0,17.0,(No Answer),24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1088,289878,289878.01,"('Diepsloot', 'Johannesburg', 'South Africa')",0.01,3.141592653589793,28.010590500000003,-25.9309502,202,0.0,moves200,Diepsloot,Johannesburg,South Africa,Johannesburg,Diepsloot,Ethiopia,Male,Working part-time (formal/informal sector),2,Working part-time (formal/informal sector),No,Bokolo,Bokolo,No,Yes,No,,,POINT (28.01059049995166 -25.93095019999168),-25.9309502,28.010590500000003,Work,17.0,0.0,0.0,2.0,5.0,0.0,0.0,17.0,(No Answer),24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1089,289879,289879.01,"('Diepsloot', 'Johannesburg', 'South Africa')",0.01,3.141592653589793,28.010590500000003,-25.9309502,202,338.3264475438374,moves200,Diepsloot,Johannesburg,South Africa,Johannesburg,Diepsloot,Lesotho,Female,Unemployed ,1,Unemployed,No,Sotho,Northern Sotho,No,Yes,No,283.25020863003687,0.133046941910673,POINT (28.01059049995166 -25.93095019999168),-25.9309502,28.010590500000003,Work,17.0,0.0,0.0,2.0,5.0,0.0,0.0,17.0,(No Answer),24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1090,289882,289882.01,"('Diepsloot', 'Johannesburg', 'South Africa')",0.01,3.141592653589793,28.010590500000003,-25.9309502,202,27.29522374586636,moves200,Diepsloot,Johannesburg,South Africa,Johannesburg,Diepsloot,South Africa,Male,Unemployed ,1,Unemployed,Yes,Zulu,Zulu,No,Yes,No,,,POINT (28.01059049995166 -25.93095019999168),-25.9309502,28.010590500000003,Work,17.0,0.0,0.0,2.0,5.0,0.0,0.0,17.0,(No Answer),24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
