,ID,ID_ordered,location,dist,azimuth,lat,lon,location_type,max_dist_moves,grouping,location_l,location_near,location_country,city_8,neighborhood_9,orig_country_103,gender_4,employment_status_303,number_moves_200,work_kind_307,migrant_status_3,ethnic_group_106,mother_tongue_115,refugee_214,send_money_310,financial_support_320,retireOrigindist,retireOriginaz,geometry,lat_d,lon_d,in_thm,move_count,In_No_Answer,In_Education,In_Housing,In_Kin,In_Restart,In_Safety,In_Work,location_out,geometry_out,out_thm,move_count_out,Out_No_Answer,Out_Education,Out_Housing,Out_Kin,Out_Remain,Out_Restart,Out_Safety,Out_Work
3949,292965,292965.01,"('Diepsloot', 'Johannesburg', 'South Africa')",0.01,3.141592653589793,28.010590500000003,-25.9309502,202,327.1465819572353,moves200,Diepsloot,Johannesburg,South Africa,Johannesburg,Diepsloot,South Africa,Male,Working full-time (formal/informal sector),1,Working full-time (formal/informal sector),Yes,Swati,Zulu,No,Yes,No,30.848996735978687,0.3279222972190289,POINT (28.01059049995166 -25.93095019999168),-25.9309502,28.010590500000003,Work,17.0,0.0,0.0,2.0,5.0,0.0,0.0,17.0,"('Diepsloot', 'Johannesburg', 'South Africa')",POINT (28.01059049995166 -25.93095019999168),,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3950,292965,292965.06,"('Diepsloot', 'Johannesburg', 'South Africa')",0.01,3.141592653589793,28.010590500000003,-25.9309502,9,327.1465819572353,moves200,Diepsloot,Johannesburg,South Africa,Johannesburg,Diepsloot,South Africa,Male,Working full-time (formal/informal sector),1,Working full-time (formal/informal sector),Yes,Swati,Zulu,No,Yes,No,30.848996735978687,0.3279222972190289,POINT (28.01059049995166 -25.93095019999168),-25.9309502,28.010590500000003,Work,17.0,0.0,0.0,2.0,5.0,0.0,0.0,17.0,"('Diepsloot', 'Johannesburg', 'South Africa')",POINT (28.01059049995166 -25.93095019999168),,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3951,292966,292966.0,"('Johannesburg', 'Johannesburg', 'South Africa')",27.29522374586636,-1.4101209171402702,28.049722,-26.205,100,27.29522374586636,moves200,Johannesburg,Johannesburg,South Africa,Johannesburg,Diepsloot,South Africa,Female,Unemployed ,1,Unemployed,Yes,Tswana,Zulu,No,No,No,19.97426696087608,0.2619909230972794,POINT (28.04972200047001 -26.20500000004989),-26.205,28.049722,Safety,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,"('Honeydew', 'Randburg', 'South Africa')",POINT (27.92530180263623 -26.07883895035718),Work,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3952,292966,292966.01,"('Diepsloot', 'Johannesburg', 'South Africa')",0.01,3.141592653589793,28.010590500000003,-25.9309502,202,27.29522374586636,moves200,Diepsloot,Johannesburg,South Africa,Johannesburg,Diepsloot,South Africa,Female,Unemployed ,1,Unemployed,Yes,Tswana,Zulu,No,No,No,19.97426696087608,0.2619909230972794,POINT (28.01059049995166 -25.93095019999168),-25.9309502,28.010590500000003,Work,17.0,0.0,0.0,2.0,5.0,0.0,0.0,17.0,"('Diepsloot', 'Johannesburg', 'South Africa')",POINT (28.01059049995166 -25.93095019999168),,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3955,293511,293511.01,"('Diepsloot', ' Fourways', 'South Africa')",0.01,3.141592653589793,28.010590500000003,-25.9309502,202,584.6084551004576,moves200,Diepsloot, Fourways,South Africa,Johannesburg,Diepsloot,Mozambique,Male,Working full-time (formal/informal sector),2,Working full-time (formal/informal sector),No,Changaan,Changaan,No,Yes,No,0.0,0.0,POINT (28.01059049995166 -25.93095019999168),-25.9309502,28.010590500000003,Work,17.0,0.0,2.0,1.0,5.0,0.0,0.0,17.0,"('Katlehong', 'Germiston', 'South Africa')",POINT (28.15111100047244 -26.33861100029736),,26.0,26.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3956,293511,293511.06,"('Diepsloot', 'Johannesburg', 'South Africa')",0.01,3.141592653589793,28.010590500000003,-25.9309502,9,584.6084551004576,moves200,Diepsloot,Johannesburg,South Africa,Johannesburg,Diepsloot,Mozambique,Male,Working full-time (formal/informal sector),2,Working full-time (formal/informal sector),No,Changaan,Changaan,No,Yes,No,0.0,0.0,POINT (28.01059049995166 -25.93095019999168),-25.9309502,28.010590500000003,Work,17.0,0.0,0.0,2.0,5.0,0.0,0.0,17.0,"('Diepsloot', 'Johannesburg', 'South Africa')",POINT (28.01059049995166 -25.93095019999168),,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3958,293512,293512.01,"('Diepsloot', ' Fourways', 'South Africa')",0.01,3.141592653589793,28.010590500000003,-25.9309502,202,1450.9330278427358,moves200,Diepsloot, Fourways,South Africa,Johannesburg,Diepsloot,Malawi,Male,Working full-time (formal/informal sector),2,Working full-time (formal/informal sector),No,Tumbuka,Tumbuka,No,Yes,No,0.0,0.0,POINT (28.01059049995166 -25.93095019999168),-25.9309502,28.010590500000003,Work,17.0,0.0,2.0,1.0,5.0,0.0,0.0,17.0,"('Katlehong', 'Germiston', 'South Africa')",POINT (28.15111100047244 -26.33861100029736),,26.0,26.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3959,293512,293512.06,"('Diepsloot', 'Johannesburg', 'South Africa')",0.01,3.141592653589793,28.010590500000003,-25.9309502,9,1450.9330278427358,moves200,Diepsloot,Johannesburg,South Africa,Johannesburg,Diepsloot,Malawi,Male,Working full-time (formal/informal sector),2,Working full-time (formal/informal sector),No,Tumbuka,Tumbuka,No,Yes,No,0.0,0.0,POINT (28.01059049995166 -25.93095019999168),-25.9309502,28.010590500000003,Work,17.0,0.0,0.0,2.0,5.0,0.0,0.0,17.0,"('Diepsloot', 'Johannesburg', 'South Africa')",POINT (28.01059049995166 -25.93095019999168),,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3960,293513,293513.0,"('Thohoyandou', 'Thohoyandou', 'South Africa')",395.7924487494866,0.8026271680334368,30.4596582,-22.9676429,100,395.7924487494866,moves200,Thohoyandou,Thohoyandou,South Africa,Johannesburg,Diepsloot,South Africa,Female,Working full-time (formal/informal sector),2,Working full-time (formal/informal sector),Yes,Venda,Venda,No,No,No,0.0,0.0,POINT (30.45965820026584 -22.96764289979996),-22.9676429,30.4596582,Education,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"('Nkwanta', 'Ho', 'Ghana')",POINT (0.5214299998945648 8.262695999820721),Kin,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3961,293513,293513.01,"('Diepsloot', ' Fourways', 'South Africa')",0.01,3.141592653589793,28.010590500000003,-25.9309502,202,395.7924487494866,moves200,Diepsloot, Fourways,South Africa,Johannesburg,Diepsloot,South Africa,Female,Working full-time (formal/informal sector),2,Working full-time (formal/informal sector),Yes,Venda,Venda,No,No,No,0.0,0.0,POINT (28.01059049995166 -25.93095019999168),-25.9309502,28.010590500000003,Work,17.0,0.0,2.0,1.0,5.0,0.0,0.0,17.0,"('Katlehong', 'Germiston', 'South Africa')",POINT (28.15111100047244 -26.33861100029736),,26.0,26.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3962,293513,293513.06,"('Diepsloot', 'Johannesburg', 'South Africa')",0.01,3.141592653589793,28.010590500000003,-25.9309502,9,395.7924487494866,moves200,Diepsloot,Johannesburg,South Africa,Johannesburg,Diepsloot,South Africa,Female,Working full-time (formal/informal sector),2,Working full-time (formal/informal sector),Yes,Venda,Venda,No,No,No,0.0,0.0,POINT (28.01059049995166 -25.93095019999168),-25.9309502,28.010590500000003,Work,17.0,0.0,0.0,2.0,5.0,0.0,0.0,17.0,"('Diepsloot', 'Johannesburg', 'South Africa')",POINT (28.01059049995166 -25.93095019999168),,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3964,293541,293541.06,"('Diepsloot', 'Johannesburg', 'South Africa')",0.01,3.141592653589793,28.010590500000003,-25.9309502,9,629.9225793294961,moves200,Diepsloot,Johannesburg,South Africa,Johannesburg,Diepsloot,Mozambique,Male,Working full-time (formal/informal sector),3,Working full-time (formal/informal sector),No,Portuguese,Shangaan,No,Yes,No,0.0,0.0,POINT (28.01059049995166 -25.93095019999168),-25.9309502,28.010590500000003,Work,17.0,0.0,0.0,2.0,5.0,0.0,0.0,17.0,"('Diepsloot', 'Johannesburg', 'South Africa')",POINT (28.01059049995166 -25.93095019999168),,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3966,293542,293542.01,"('Diepsloot', ' Fourways', 'South Africa')",0.01,3.141592653589793,28.010590500000003,-25.9309502,202,76.50835318200326,moves200,Diepsloot, Fourways,South Africa,Johannesburg,Diepsloot,South Africa,Male,Casual employment/temporary worker,3,Casual employment/temporary worker,Yes,Sotho,Sotho,No,No,No,,,POINT (28.01059049995166 -25.93095019999168),-25.9309502,28.010590500000003,Work,17.0,0.0,2.0,1.0,5.0,0.0,0.0,17.0,"('Katlehong', 'Germiston', 'South Africa')",POINT (28.15111100047244 -26.33861100029736),,26.0,26.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3967,293542,293542.06,"('Diepsloot', 'Johannesburg', 'South Africa')",0.01,3.141592653589793,28.010590500000003,-25.9309502,9,76.50835318200326,moves200,Diepsloot,Johannesburg,South Africa,Johannesburg,Diepsloot,South Africa,Male,Casual employment/temporary worker,3,Casual employment/temporary worker,Yes,Sotho,Sotho,No,No,No,,,POINT (28.01059049995166 -25.93095019999168),-25.9309502,28.010590500000003,Work,17.0,0.0,0.0,2.0,5.0,0.0,0.0,17.0,"('Diepsloot', 'Johannesburg', 'South Africa')",POINT (28.01059049995166 -25.93095019999168),,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3969,293543,293543.06,"('Diepsloot', 'Johannesburg', 'South Africa')",0.01,3.141592653589793,28.010590500000003,-25.9309502,9,494.0303443744996,moves200,Diepsloot,Johannesburg,South Africa,Johannesburg,Diepsloot,Mozambique,Male,Doing casual jobs,3,Doing casual jobs,No,Shangaan,Tsonga,No,Yes,Yes,135.89223495499647,0.1379897957058924,POINT (28.01059049995166 -25.93095019999168),-25.9309502,28.010590500000003,Work,17.0,0.0,0.0,2.0,5.0,0.0,0.0,17.0,"('Diepsloot', 'Johannesburg', 'South Africa')",POINT (28.01059049995166 -25.93095019999168),,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3971,293545,293545.01,"('Malelani', 'Nelspruit', 'South Africa')",332.5265605472909,0.1293968091831346,30.984722,-25.481944,202,1294.307699301682,moves200,Malelani,Nelspruit,South Africa,Johannesburg,Diepsloot,Mozambique,Male,Self-employed (run small business/income generation project),5,Self-employed (run small business/income generation project),No,Tsonga,Xitsonga,No,Yes,No,124.74860116802006,0.1377005109737817,POINT (30.98472199982047 -25.4819440003152),-25.481944,30.984722,Work,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"('Mngadi', 'Germiston', 'South Africa')",POINT (28.14777780000549 -26.35916669998318),,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3972,293545,293545.02,"('Lebanon', 'Westonaria', 'South Africa')",1294.307699301682,-2.403187725365331,19.1274537,-34.183167600000004,206,1294.307699301682,moves200,Lebanon,Westonaria,South Africa,Johannesburg,Diepsloot,Mozambique,Male,Self-employed (run small business/income generation project),5,Self-employed (run small business/income generation project),No,Tsonga,Xitsonga,No,Yes,No,124.74860116802006,0.1377005109737817,POINT (19.1274537000283 -34.18316759960499),-34.183167600000004,19.1274537,Work,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"('Lagos Street', 'Lagos', 'Nigeria')",POINT (3.382540500243977 6.487491500232636),Safety,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3974,293545,293545.06,"('Diepsloot', 'Johannesburg', 'South Africa')",0.01,3.141592653589793,28.010590500000003,-25.9309502,9,1294.307699301682,moves200,Diepsloot,Johannesburg,South Africa,Johannesburg,Diepsloot,Mozambique,Male,Self-employed (run small business/income generation project),5,Self-employed (run small business/income generation project),No,Tsonga,Xitsonga,No,Yes,No,124.74860116802006,0.1377005109737817,POINT (28.01059049995166 -25.93095019999168),-25.9309502,28.010590500000003,Work,17.0,0.0,0.0,2.0,5.0,0.0,0.0,17.0,"('Diepsloot', 'Johannesburg', 'South Africa')",POINT (28.01059049995166 -25.93095019999168),,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3978,293547,293547.01,"('Lionde', 'Chokwe', 'Mozambique')",585.2872087763837,0.2077078662311345,33.1704066,-24.6386502,202,585.2872087763837,moves200,Lionde,Chokwe,Mozambique,Johannesburg,Diepsloot,South Africa,Male,Self-employed (run small business/income generation project),3,Self-employed (run small business/income generation project),Yes,Tsonga,Tsonga,No,Yes,No,547.8148603199296,1.9180555591143944,POINT (33.17040660058433 -24.63865019974679),-24.6386502,33.1704066,Education,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"('Larteh', 'Koforidua', 'Ghana')",POINT (-0.06885709957543895 5.939456000194355),Education,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3979,293547,293547.02,"('Diepsloot', ' Fourways', 'South Africa')",0.01,3.141592653589793,28.010590500000003,-25.9309502,206,585.2872087763837,moves200,Diepsloot, Fourways,South Africa,Johannesburg,Diepsloot,South Africa,Male,Self-employed (run small business/income generation project),3,Self-employed (run small business/income generation project),Yes,Tsonga,Tsonga,No,Yes,No,547.8148603199296,1.9180555591143944,POINT (28.01059049995166 -25.93095019999168),-25.9309502,28.010590500000003,Work,17.0,0.0,2.0,1.0,5.0,0.0,0.0,17.0,"('Katlehong', 'Germiston', 'South Africa')",POINT (28.15111100047244 -26.33861100029736),,26.0,26.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3981,293570,293570.0,"('Bulawayo', 'Bulawayo', 'Zimbabwe')",570.003710098564,1.4343560163887097,28.5887063,-20.1560599,100,570.003710098564,moves200,Bulawayo,Bulawayo,Zimbabwe,Johannesburg,Diepsloot,Zimbabwe,Female,Self-employed (run small business/income generation project),1,Self-employed (run small business/income generation project),No,-3,Ndebele,No,Yes,No,80.02900181698794,0.3868668801750292,POINT (28.58870629985586 -20.15605990004423),-20.1560599,28.5887063,Restart,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"('Braamfisher', 'Johannesburg', 'South Africa')",POINT (28.04972200047001 -26.20500000004989),Restart,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3982,293570,293570.06,"('Diepsloot', 'Johannesburg', 'South Africa')",0.01,3.141592653589793,28.010590500000003,-25.9309502,9,570.003710098564,moves200,Diepsloot,Johannesburg,South Africa,Johannesburg,Diepsloot,Zimbabwe,Female,Self-employed (run small business/income generation project),1,Self-employed (run small business/income generation project),No,-3,Ndebele,No,Yes,No,80.02900181698794,0.3868668801750292,POINT (28.01059049995166 -25.93095019999168),-25.9309502,28.010590500000003,Work,17.0,0.0,0.0,2.0,5.0,0.0,0.0,17.0,"('Diepsloot', 'Johannesburg', 'South Africa')",POINT (28.01059049995166 -25.93095019999168),,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3984,293571,293571.06,"('Diepsloot', 'Johannesburg', 'South Africa')",0.01,3.141592653589793,28.010590500000003,-25.9309502,9,254.92029542832947,moves200,Diepsloot,Johannesburg,South Africa,Johannesburg,Diepsloot,South Africa,Male,Unemployed ,3,Unemployed,Yes,-3,Pedi,No,No,Yes,0.0,0.0,POINT (28.01059049995166 -25.93095019999168),-25.9309502,28.010590500000003,Work,17.0,0.0,0.0,2.0,5.0,0.0,0.0,17.0,"('Diepsloot', 'Johannesburg', 'South Africa')",POINT (28.01059049995166 -25.93095019999168),,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3988,293578,293578.06,"('Diepsloot', 'Johannesburg', 'South Africa')",0.01,3.141592653589793,28.010590500000003,-25.9309502,9,260.6876460800098,moves200,Diepsloot,Johannesburg,South Africa,Johannesburg,Diepsloot,South Africa,Female,Working full-time (formal/informal sector),3,Working full-time (formal/informal sector),Yes,Setwana,Setswana,No,Yes,No,,,POINT (28.01059049995166 -25.93095019999168),-25.9309502,28.010590500000003,Work,17.0,0.0,0.0,2.0,5.0,0.0,0.0,17.0,"('Diepsloot', 'Johannesburg', 'South Africa')",POINT (28.01059049995166 -25.93095019999168),,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3997,293582,293582.02,"('Rosebank', 'Johannesburg', 'South Africa')",21.09657372674021,-1.4161545568126177,28.0397487,-26.1429479,202,1480.5152495917891,moves200,Rosebank,Johannesburg,South Africa,Johannesburg,Diepsloot,Malawi,Female,Unemployed ,3,Unemployed,No,1979,Tumbuka,No,Yes,No,1023.828683178747,3.554683625279196,POINT (28.03974870064206 -26.14294790032523),-26.1429479,28.0397487,Work,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"('Totsivi', 'Lome', 'Togo')",POINT (1.215829000108442 6.130419000336644),Work,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3998,293582,293582.02,"('Diepsloot', 'Randburg', 'South Africa')",0.01,3.141592653589793,28.010590500000003,-25.9309502,206,1480.5152495917891,moves200,Diepsloot,Randburg,South Africa,Johannesburg,Diepsloot,Malawi,Female,Unemployed ,3,Unemployed,No,1979,Tumbuka,No,Yes,No,1023.828683178747,3.554683625279196,POINT (28.01059049995166 -25.93095019999168),-25.9309502,28.010590500000003,Work,13.0,0.0,0.0,2.0,7.0,0.0,0.0,13.0,"('Diepsloot', 'Randburg', 'South Africa')",POINT (28.01059049995166 -25.93095019999168),,21.0,21.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3999,293582,293582.06,"('Diepsloot', 'Johannesburg', 'South Africa')",0.01,3.141592653589793,28.010590500000003,-25.9309502,9,1480.5152495917891,moves200,Diepsloot,Johannesburg,South Africa,Johannesburg,Diepsloot,Malawi,Female,Unemployed ,3,Unemployed,No,1979,Tumbuka,No,Yes,No,1023.828683178747,3.554683625279196,POINT (28.01059049995166 -25.93095019999168),-25.9309502,28.010590500000003,Work,17.0,0.0,0.0,2.0,5.0,0.0,0.0,17.0,"('Diepsloot', 'Johannesburg', 'South Africa')",POINT (28.01059049995166 -25.93095019999168),,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4003,293585,293585.01,"('Diepsloot', 'Randburg', 'South Africa')",0.01,3.141592653589793,28.010590500000003,-25.9309502,202,34.18413406892355,moves200,Diepsloot,Randburg,South Africa,Johannesburg,Diepsloot,South Africa,Male,Working full-time (formal/informal sector),2,Working full-time (formal/informal sector),Yes,South Sotho,South Sotho,No,Yes,No,,,POINT (28.01059049995166 -25.93095019999168),-25.9309502,28.010590500000003,Work,13.0,0.0,0.0,2.0,7.0,0.0,0.0,13.0,"('Diepsloot', 'Randburg', 'South Africa')",POINT (28.01059049995166 -25.93095019999168),,21.0,21.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4004,293585,293585.06,"('Diepsloot', 'Johannesburg', 'South Africa')",0.01,3.141592653589793,28.010590500000003,-25.9309502,9,34.18413406892355,moves200,Diepsloot,Johannesburg,South Africa,Johannesburg,Diepsloot,South Africa,Male,Working full-time (formal/informal sector),2,Working full-time (formal/informal sector),Yes,South Sotho,South Sotho,No,Yes,No,,,POINT (28.01059049995166 -25.93095019999168),-25.9309502,28.010590500000003,Work,17.0,0.0,0.0,2.0,5.0,0.0,0.0,17.0,"('Diepsloot', 'Johannesburg', 'South Africa')",POINT (28.01059049995166 -25.93095019999168),,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4006,293591,293591.01,"('Diepsloot', 'Johannesburg', 'South Africa')",0.01,3.141592653589793,28.010590500000003,-25.9309502,202,288.7339119630349,moves200,Diepsloot,Johannesburg,South Africa,Johannesburg,Diepsloot,Lesotho,Female,Self-employed (run small business/income generation project),2,Self-employed (run small business/income generation project),No,Sotho,Northern Sotho,No,No,No,,,POINT (28.01059049995166 -25.93095019999168),-25.9309502,28.010590500000003,Work,17.0,0.0,0.0,2.0,5.0,0.0,0.0,17.0,"('Diepsloot', 'Johannesburg', 'South Africa')",POINT (28.01059049995166 -25.93095019999168),,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4007,293591,293591.06,"('Diepsloot', 'Johannesburg', 'South Africa')",0.01,3.141592653589793,28.010590500000003,-25.9309502,9,288.7339119630349,moves200,Diepsloot,Johannesburg,South Africa,Johannesburg,Diepsloot,Lesotho,Female,Self-employed (run small business/income generation project),2,Self-employed (run small business/income generation project),No,Sotho,Northern Sotho,No,No,No,,,POINT (28.01059049995166 -25.93095019999168),-25.9309502,28.010590500000003,Work,17.0,0.0,0.0,2.0,5.0,0.0,0.0,17.0,"('Diepsloot', 'Johannesburg', 'South Africa')",POINT (28.01059049995166 -25.93095019999168),,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4008,293592,293592.0,"('Johannesburg', 'Johannesburg', 'South Africa')",27.29522374586636,-1.4101209171402702,28.049722,-26.205,100,27.29522374586636,moves200,Johannesburg,Johannesburg,South Africa,Johannesburg,Diepsloot,South Africa,Male,Unemployed ,0,Unemployed,Yes,Pedi,Pedi,No,No,No,,,POINT (28.04972200047001 -26.20500000004989),-26.205,28.049722,Safety,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,"('Honeydew', 'Randburg', 'South Africa')",POINT (27.92530180263623 -26.07883895035718),Work,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4010,293593,293593.0,"('Johannesburg', 'Johannesburg', 'South Africa')",27.29522374586636,-1.4101209171402702,28.049722,-26.205,100,27.29522374586636,moves200,Johannesburg,Johannesburg,South Africa,Johannesburg,Diepsloot,South Africa,Male,Unemployed ,2,Unemployed,Yes,Tswana,Tswana,No,No,Yes,,,POINT (28.04972200047001 -26.20500000004989),-26.205,28.049722,Safety,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,"('Honeydew', 'Randburg', 'South Africa')",POINT (27.92530180263623 -26.07883895035718),Work,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4011,293593,293593.01,"('Diepsloot', 'Johannesburg', 'South Africa')",0.01,3.141592653589793,28.010590500000003,-25.9309502,202,27.29522374586636,moves200,Diepsloot,Johannesburg,South Africa,Johannesburg,Diepsloot,South Africa,Male,Unemployed ,2,Unemployed,Yes,Tswana,Tswana,No,No,Yes,,,POINT (28.01059049995166 -25.93095019999168),-25.9309502,28.010590500000003,Work,17.0,0.0,0.0,2.0,5.0,0.0,0.0,17.0,"('Diepsloot', 'Johannesburg', 'South Africa')",POINT (28.01059049995166 -25.93095019999168),,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4014,293600,293600.01,"('Rivonia', 'Alexandria', 'South Africa')",13.195714845620484,-1.1475291487779151,28.0594444,-26.0533333,202,351.64022293383266,moves200,Rivonia,Alexandria,South Africa,Johannesburg,Diepsloot,South Africa,Male,Self-employed (run small business/income generation project),1,Self-employed (run small business/income generation project),Yes,Tshivhenda,Vhenda,No,No,Yes,,,POINT (28.05944440023899 -26.05333330029151),-26.0533333,28.0594444,Work,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"('Tsakane', 'Brakpan', 'South Africa')",POINT (28.37166669975852 -26.3569443996642),,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4015,293600,293600.06,"('Diepsloot', 'Johannesburg', 'South Africa')",0.01,3.141592653589793,28.010590500000003,-25.9309502,9,351.64022293383266,moves200,Diepsloot,Johannesburg,South Africa,Johannesburg,Diepsloot,South Africa,Male,Self-employed (run small business/income generation project),1,Self-employed (run small business/income generation project),Yes,Tshivhenda,Vhenda,No,No,Yes,,,POINT (28.01059049995166 -25.93095019999168),-25.9309502,28.010590500000003,Work,17.0,0.0,0.0,2.0,5.0,0.0,0.0,17.0,"('Diepsloot', 'Johannesburg', 'South Africa')",POINT (28.01059049995166 -25.93095019999168),,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4016,293601,293601.0,"('Thohoyandou', 'Thohoyandou', 'South Africa')",395.7924487494866,0.8026271680334368,30.4596582,-22.9676429,100,395.7924487494866,moves200,Thohoyandou,Thohoyandou,South Africa,Johannesburg,Diepsloot,South Africa,Male,Unemployed ,0,Unemployed,Yes,Vavhenda,Vhenda,No,No,No,,,POINT (30.45965820026584 -22.96764289979996),-22.9676429,30.4596582,Education,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"('Nkwanta', 'Ho', 'Ghana')",POINT (0.5214299998945648 8.262695999820721),Kin,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4017,293601,293601.01,"('Diepsloot', 'Randburg', 'South Africa')",0.01,3.141592653589793,28.010590500000003,-25.9309502,202,395.7924487494866,moves200,Diepsloot,Randburg,South Africa,Johannesburg,Diepsloot,South Africa,Male,Unemployed ,0,Unemployed,Yes,Vavhenda,Vhenda,No,No,No,,,POINT (28.01059049995166 -25.93095019999168),-25.9309502,28.010590500000003,Work,13.0,0.0,0.0,2.0,7.0,0.0,0.0,13.0,"('Diepsloot', 'Randburg', 'South Africa')",POINT (28.01059049995166 -25.93095019999168),,21.0,21.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4018,293601,293601.06,"('Diepsloot', 'Johannesburg', 'South Africa')",0.01,3.141592653589793,28.010590500000003,-25.9309502,9,395.7924487494866,moves200,Diepsloot,Johannesburg,South Africa,Johannesburg,Diepsloot,South Africa,Male,Unemployed ,0,Unemployed,Yes,Vavhenda,Vhenda,No,No,No,,,POINT (28.01059049995166 -25.93095019999168),-25.9309502,28.010590500000003,Work,17.0,0.0,0.0,2.0,5.0,0.0,0.0,17.0,"('Diepsloot', 'Johannesburg', 'South Africa')",POINT (28.01059049995166 -25.93095019999168),,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4019,293602,293602.01,"('Diepsloot', 'Randburg', 'South Africa')",0.01,3.141592653589793,28.010590500000003,-25.9309502,202,0.0,moves200,Diepsloot,Randburg,South Africa,Johannesburg,Diepsloot,South Africa,Female,Doing casual jobs,1,Doing casual jobs,Yes,Umzulu,Zulu,No,Yes,No,,,POINT (28.01059049995166 -25.93095019999168),-25.9309502,28.010590500000003,Work,13.0,0.0,0.0,2.0,7.0,0.0,0.0,13.0,"('Diepsloot', 'Randburg', 'South Africa')",POINT (28.01059049995166 -25.93095019999168),,21.0,21.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4020,293602,293602.06,"('Diepsloot', 'Johannesburg', 'South Africa')",0.01,3.141592653589793,28.010590500000003,-25.9309502,9,0.0,moves200,Diepsloot,Johannesburg,South Africa,Johannesburg,Diepsloot,South Africa,Female,Doing casual jobs,1,Doing casual jobs,Yes,Umzulu,Zulu,No,Yes,No,,,POINT (28.01059049995166 -25.93095019999168),-25.9309502,28.010590500000003,Work,17.0,0.0,0.0,2.0,5.0,0.0,0.0,17.0,"('Diepsloot', 'Johannesburg', 'South Africa')",POINT (28.01059049995166 -25.93095019999168),,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
